id,source_domain,source_url,brand,product_name,form,life_stage,kcal_per_100g,protein_percent,fat_percent,fiber_percent,ash_percent,moisture_percent,ingredients_raw,ingredients_tokens,contains_chicken,pack_sizes,price_eur,price_currency,available_countries,gtin,first_seen_at,last_seen_at,fingerprint,kcal_basis,image_url
49fb652f-98a6-4cda-b09c-b216318b5791,petfoodexpert.com,https://petfoodexpert.com/food/bounce-bella-turkey-cranberry-large-breed-adult,Bounce,Bella Turkey  Cranberry Large Breed Adult,,,376.0,8.0,8.0,4.0,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T23:00:51.95134+00:00,2025-09-06T23:00:51.951367+00:00,069f0bed2a0f411394a70368b0e7d37d,estimated,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/bounce-bella-turkey-cranberry-large-breed-adult.jpg?
d0bdf161-3270-4e9b-83fa-aa55d1af4850,petfoodexpert.com,https://petfoodexpert.com/food/purina-pro-plan-everyday-nutrition-large-athletic-adult,Purina,Pro Plan Everyday Nutrition Large Athletic Adult,,,,,,,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T23:01:01.356524+00:00,2025-09-06T23:01:01.356541+00:00,62f6320dfab73162955e39cfa8454d5d,,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/purina-pro-plan-everyday-nutrition-large-athletic-adult.jpg?
73edb04d-5ab7-48a0-be22-cb87964959dc,petfoodexpert.com,https://petfoodexpert.com/food/purina-pro-plan-everyday-nutrition-large-robust-adult,Purina,Pro Plan Everyday Nutrition Large Robust Adult,,,,,,,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T23:01:11.66579+00:00,2025-09-06T23:01:11.66582+00:00,ef2d53309dd9add9eebb444dc246f61b,,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/purina-pro-plan-everyday-nutrition-large-robust-adult.jpg?
7a4b3bce-a4ad-4d50-acf4-03a1bbb8c0e0,petfoodexpert.com,https://petfoodexpert.com/food/sainsbury-s-nature-s-goodness-puppy-terrine-with-chicken-vegetables,Sainsburys,Natures Goodness Puppy Terrine with Chicken  Vegetables,,,366.0,10.0,6.0,4.0,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T23:02:44.168867+00:00,2025-09-07T12:56:39.644582+00:00,2f2c3a5aa084867767a43717e8b45aca,estimated,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/sainsbury-s-nature-s-goodness-puppy-terrine-with-chicken-vegetables.jpg?
9dadc78f-30d4-447b-9cc4-a9ad006b9fc8,petfoodexpert.com,https://petfoodexpert.com/food/purina-pro-plan-sensitive-skin-medium-large-adult-7,Purina,Pro Plan Sensitive Skin Medium  Large Adult 7,,,346.0,2.0,2.0,4.0,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T23:01:21.778369+00:00,2025-09-06T23:01:21.778387+00:00,7661871afe8f9061c6994ca156331cba,estimated,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/purina-pro-plan-sensitive-skin-medium-large-adult-7.jpg?
aad9ea61-c1fd-4b99-997b-0f6506b67d81,petfoodexpert.com,https://petfoodexpert.com/food/purina-pro-plan-age-defence-small-mini-adult-9,Purina,Pro Plan Age Defence Small  Mini Adult 9,,,346.0,2.0,2.0,4.0,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T23:01:54.168247+00:00,2025-09-06T23:01:54.168262+00:00,66fd5c550300be2cec01e00092718180,estimated,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/purina-pro-plan-age-defence-small-mini-adult-9.jpg?
6a03cf79-9410-4f79-add0-a4882bf7f2f7,petfoodexpert.com,https://petfoodexpert.com/food/purina-pro-plan-sensitive-skin-small-mini-adult,Purina,Pro Plan Sensitive Skin Small  Mini Adult,,,346.0,2.0,2.0,4.0,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T23:02:04.769295+00:00,2025-09-06T23:02:04.769316+00:00,3a81cc631e837812055680666a5a1ec6,estimated,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/purina-pro-plan-sensitive-skin-small-mini-adult.jpg?
1582a40d-6f73-46df-8911-74fea9cc0b44,petfoodexpert.com,https://petfoodexpert.com/food/pets-at-home-complete-nutrition-adult-rich-in-chicken,Pets,at Home Complete Nutrition Adult Rich in Chicken,,,,,,,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T23:02:14.590802+00:00,2025-09-06T23:02:14.590828+00:00,e0b8848dd561a77d5033a530a02529c5,,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/pets-at-home-complete-nutrition-adult-rich-in-chicken.jpg?
e66b8739-e67a-404d-ab14-875eb9880ee6,petfoodexpert.com,https://petfoodexpert.com/food/pets-at-home-complete-nutrition-large-breed-rich-in-chicken,Pets,at Home Complete Nutrition Large Breed Rich in Chicken,,,,,,,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T23:02:26.925049+00:00,2025-09-06T23:02:26.925071+00:00,086bc1eae250d9e2734604b00c21efc8,,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/pets-at-home-complete-nutrition-large-breed-rich-in-chicken.jpg?
e0050c6f-bf6b-4461-9aa7-faa9a2924ffb,petfoodexpert.com,https://petfoodexpert.com/food/pets-at-home-complete-nutrition-puppy-wet-food-in-jelly,Pets,at Home Complete Nutrition Puppy Wet Food in Jelly,wet,,,,,,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T23:02:35.867641+00:00,2025-09-06T23:02:35.86766+00:00,bd98521b45c2f2486a472ee087519c76,,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/pets-at-home-complete-nutrition-puppy-wet-food-in-jelly.jpg?
29a76ba5-3d70-4750-80d4-948aa903d4bf,petfoodexpert.com,https://petfoodexpert.com/food/amazon-rich-in-chicken-with-peas,Amazon,Rich in Chicken with Peas,,,346.0,4.0,2.0,4.0,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T23:26:34.446397+00:00,2025-09-06T23:26:34.446406+00:00,2abc290cb5e2df8f5f759033915e3054,estimated,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/amazon-rich-in-chicken-with-peas.jpg?
a8fd941c-8591-4af8-9502-5ced3a1eb74b,petfoodexpert.com,https://petfoodexpert.com/food/morrisons-worker-dog-food-meat-chunks-in-gravy,Morrisons,Worker Dog Food Meat Chunks in Gravy,,,349.5,2.0,2.0,3.0,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T23:33:57.952919+00:00,2025-09-06T23:33:57.952932+00:00,2550eb29600180fa686abfc33f4c4496,estimated,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/morrisons-worker-dog-food-meat-chunks-in-gravy.jpg?
66c76fe6-fc48-4049-9c1b-094db3fe420b,petfoodexpert.com,https://petfoodexpert.com/food/lukullus-cold-pressed-charolais-beef-trout,Lukullus,Cold-Pressed Charolais Beef  Trout,,,342.5,4.0,2.0,5.0,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T23:34:19.385856+00:00,2025-09-06T23:34:19.385877+00:00,2971a611de15f32626a7299cb2b294e6,estimated,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/lukullus-cold-pressed-charolais-beef-trout.jpg?
8f62aa68-c15d-41ae-a986-2e108d32891a,petfoodexpert.com,https://petfoodexpert.com/food/lukullus-adult-cold-pressed-chicken-with-trout,Lukullus,Adult Cold-Pressed Chicken with Trout,,,342.5,4.0,2.0,5.0,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T23:34:28.893416+00:00,2025-09-06T23:34:28.893438+00:00,ede0dd0761bdfd312ba2dbc2c1d3ed09,estimated,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/lukullus-adult-cold-pressed-chicken-with-trout.jpg?
9f6f03b1-dab6-409d-a73e-80379e51a5da,petfoodexpert.com,https://petfoodexpert.com/food/purina-pro-plan-large-athletic-sensitive-skin,Purina,Pro Plan Large Athletic Sensitive Skin,,,346.0,2.0,2.0,4.0,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T23:01:08.256786+00:00,2025-09-06T23:01:08.256799+00:00,26895df3a2d3731139a858f698d09532,estimated,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/purina-pro-plan-large-athletic-sensitive-skin.jpg?
f9443716-ebf3-445f-a633-d732d7c12a5e,petfoodexpert.com,https://petfoodexpert.com/food/autarky-mature-lite-succulent-salmon-dry-dog,Autarky,Mature Lite Succulent Salmon,dry,,346.0,4.0,2.0,4.0,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T21:01:34.039558+00:00,2025-09-06T22:04:56.370277+00:00,8ed260a6689b888ee9708e34671446bd,estimated,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/autarky-mature-lite-succulent-salmon-dry-dog.jpg?
dcb2ab5f-9c3d-4cd4-8a12-41b83cacc2f8,petfoodexpert.com,https://petfoodexpert.com/food/arden-grange-sensitive-adult-dry-dog,Arden,Grange Sensitive Adult,dry,,362.5,6.0,6.0,5.0,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T21:00:48.382419+00:00,2025-09-07T12:57:08.528529+00:00,198d8a165e577483ace146a3c65757a3,estimated,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/arden-grange-sensitive-adult-dry-dog.jpg?
38cc4142-6d1a-47b8-abfa-14d6b1d2336f,petfoodexpert.com,https://petfoodexpert.com/food/autarky-tantalising-turkey-potato-grain-free-dry-dog,Autarky,Tantalising Turkey  Potato Grain Free,dry,,376.0,6.0,8.0,4.0,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T21:01:41.537031+00:00,2025-09-07T12:57:11.941021+00:00,21ed45f912fe1099afa98ea23b53edf0,estimated,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/autarky-tantalising-turkey-potato-grain-free-dry-dog.jpg?
7957fddb-5d85-4636-82a1-087873bde6d0,petfoodexpert.com,https://petfoodexpert.com/food/autarky-puppy-junior-delicious-chicken-dry-dog,Autarky,Puppy/Junior Delicious Chicken,dry,,386.0,6.0,10.0,4.0,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T21:01:36.356143+00:00,2025-09-06T22:04:59.912685+00:00,75512457f1ebc87c3851e4389a9aa3f8,estimated,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/autarky-puppy-junior-delicious-chicken-dry-dog.jpg?
08bdaf1e-6f90-43d4-b66d-934dd2579e9b,petfoodexpert.com,https://petfoodexpert.com/food/autarky-succululent-salmon-dry-dog,Autarky,Succululent Salmon,dry,,386.0,6.0,10.0,4.0,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T21:01:39.086276+00:00,2025-09-06T22:05:03.031223+00:00,7e0eaac9de8984581e6e8791f90500dd,estimated,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/autarky-succululent-salmon-dry-dog.jpg?
2f70296a-a3b8-4fff-a1c2-f4a85169dda8,petfoodexpert.com,https://petfoodexpert.com/food/bakers-adult-beef-vegetable-dry-dog,Bakers,Adult Beef  Vegetable,dry,,346.0,2.0,2.0,4.0,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T21:01:44.061056+00:00,2025-09-06T22:05:08.461784+00:00,bb1dc584f0321cccf911652b1f876c8c,estimated,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/bakers-adult-beef-vegetable-dry-dog.jpg?
ce72ed12-f038-4f06-98a8-95c90817c4f2,petfoodexpert.com,https://petfoodexpert.com/food/bakers-adult-chicken-vegetable-dry-dog,Bakers,Adult Chicken  Vegetable,dry,,346.0,2.0,2.0,4.0,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T21:01:46.308+00:00,2025-09-06T22:05:11.33028+00:00,4f33565619b21abb2682f8e986521531,estimated,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/bakers-adult-chicken-vegetable-dry-dog.jpg?
a9094570-d8c2-435c-b53e-97d2daafd7c9,petfoodexpert.com,https://petfoodexpert.com/food/bakers-adult-meaty-meals-beef-dry-dog,Bakers,Adult Meaty Meals Beef,dry,,356.5,2.0,2.0,1.0,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T21:01:48.900035+00:00,2025-09-06T22:05:14.358935+00:00,e43c4eb6262e3e92dbe12e35a905241d,estimated,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/bakers-adult-meaty-meals-beef-dry-dog.jpg?
3c812ee6-e550-4d58-b62f-0d383eb93cc3,petfoodexpert.com,https://petfoodexpert.com/food/bakers-adult-meaty-meals-chicken-dry-dog,Bakers,Adult Meaty Meals Chicken,dry,,356.5,2.0,2.0,1.0,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T21:01:51.77386+00:00,2025-09-06T22:05:17.471487+00:00,d72cb2648311d44c930fa839a78cdccc,estimated,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/bakers-adult-meaty-meals-chicken-dry-dog.jpg?
8286d2ea-3613-415c-861e-4ce120976676,petfoodexpert.com,https://petfoodexpert.com/food/barking-heads-fat-dog-slim-dry-dog,Barking,Heads Fat Dog Slim,dry,,386.0,4.0,10.0,4.0,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T21:02:31.794642+00:00,2025-09-06T22:06:04.9027+00:00,6dde0ab5d2bb4ece1f17f9c7b6dc7bc0,estimated,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/barking-heads-fat-dog-slim-dry-dog.jpg?
9fbd9595-69ca-4d67-b96d-5fdc5572b24d,petfoodexpert.com,https://petfoodexpert.com/food/purina-pro-plan-age-defence-medium-large-adult-7,Purina,Pro Plan Age Defence Medium  Large Adult 7,,,346.0,2.0,2.0,4.0,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T23:01:18.341484+00:00,2025-09-06T23:01:18.341508+00:00,a23bc7a6ec1529a52df6d4c0f86ceb9d,estimated,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/purina-pro-plan-age-defence-medium-large-adult-7.jpg?
ae98095e-f514-4b2b-9e54-ac14d5a840c9,petfoodexpert.com,https://petfoodexpert.com/food/purina-pro-plan-healthy-start-small-mini-puppy,Purina,Pro Plan Healthy Start Small  Mini Puppy,,,346.0,2.0,2.0,4.0,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T23:02:01.214637+00:00,2025-09-06T23:02:01.214664+00:00,3d46d87e88edb82249b39f589dbcc9ce,estimated,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/purina-pro-plan-healthy-start-small-mini-puppy.jpg?
963da12b-214c-4996-9dbb-2f6200a0e972,petfoodexpert.com,https://petfoodexpert.com/food/pets-at-home-complete-nutrition-adult-light-chicken,Pets,at Home Complete Nutrition Adult Light Chicken,,,,,,,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T23:02:11.487526+00:00,2025-09-06T23:02:11.487544+00:00,c10d7f96b1bfec43a73ceb4af6028ff5,,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/pets-at-home-complete-nutrition-adult-light-chicken.jpg?
f80f9043-665b-4f92-8927-a1074d7c49ab,petfoodexpert.com,https://petfoodexpert.com/food/acana-prairie-poultry-dry-dog,Acana,Acana Prairie Poultry,dry,adult,382.5,8.0,10.0,5.0,,,"Fresh chicken (21%), chicken meal (20%), pearled barley, whole peas, oat groats, chicken fat (8%), whole oats, chickpea fibre, fish oil (1%), potassium chloride, dried kelp, salt, dried chicory root, fresh whole pumpkin, fresh whole butternut squash, fresh whole carrots, fresh whole apples, fresh whole pears, fresh whole zucchini, fresh kale, fresh spinach, fresh turnip greens, fresh beet greens, whole cranberries, whole blueberries, whole saskatoon berries, turmeric, milk thistle, burdock root, lavender, marshmallow root, rosehips.","['fresh chicken', 'chicken meal', 'pearled barley', 'whole peas', 'oat groats', 'chicken fat', 'whole oats', 'chickpea fibre', 'fish oil', 'potassium chloride', 'dried kelp', 'salt', 'dried chicory root', 'fresh whole pumpkin', 'fresh whole butternut squash', 'fresh whole carrots', 'fresh whole apples', 'fresh whole pears', 'fresh whole zucchini', 'fresh kale', 'fresh spinach', 'fresh turnip greens', 'fresh beet greens', 'whole cranberries', 'whole blueberries', 'whole saskatoon berries', 'turmeric', 'milk thistle', 'burdock root', 'lavender', 'marshmallow root', 'rosehips.']",False,"['2kg', '9.7kg']",20.46,GBP,"['UK', 'EU']",,2025-09-06T16:18:37.191279+00:00,2025-09-07T12:57:18.255972+00:00,725c992ea2d9e8325a4325a683bc4612,estimated,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/acana-prairie-poultry-dry-dog.jpg?
203cce68-dfff-4ca9-bea2-daaa02d9865a,petfoodexpert.com,https://petfoodexpert.com/food/pets-at-home-complete-nutrition-mature-rich-in-chicken,Pets,at Home Complete Nutrition Mature Rich in Chicken,,,,,,,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T23:02:20.881654+00:00,2025-09-06T23:02:20.881679+00:00,9f900e603bae19e3294042f8958fcf01,,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/pets-at-home-complete-nutrition-mature-rich-in-chicken.jpg?
b48dd8f0-5e9b-4c38-9bbf-a3ae3af23e14,petfoodexpert.com,https://petfoodexpert.com/food/pets-at-home-complete-nutrition-puppy-rich-in-chicken,Pets,at Home Complete Nutrition Puppy Rich in Chicken,,,,,,,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T23:02:23.868623+00:00,2025-09-06T23:02:23.868641+00:00,dfa34b019ccceb3372b377f18bae1e8c,,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/pets-at-home-complete-nutrition-puppy-rich-in-chicken.jpg?
7205cff9-8333-441a-a73a-3a02c04b1c3c,petfoodexpert.com,https://petfoodexpert.com/food/pets-at-home-complete-nutrition-wet-adult-dog-food-selection,Pets,at Home Complete Nutrition Wet Adult Dog Food Selection,wet,,,,,,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T23:02:33.010207+00:00,2025-09-06T23:02:33.010232+00:00,69d9c00a4bc35dca83b26dc2c2731bb5,,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/pets-at-home-complete-nutrition-wet-adult-dog-food-selection.jpg?
1ecd080f-61e4-4f90-bfb2-fc94efb1c684,petfoodexpert.com,https://petfoodexpert.com/food/sainsbury-s-hypoallergenic-recipe-senior-dog-terrine-with-fresh-salmon-vegetables,Sainsburys,Natures Goodness Senior Dog Terrine with Fresh Salmon  Vegetables,,,366.0,10.0,6.0,4.0,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T23:02:41.600308+00:00,2025-09-07T13:00:05.477199+00:00,6a5228a1c18afb8ed6c22f674cb4b598,estimated,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/sainsbury-s-hypoallergenic-recipe-senior-dog-terrine-with-fresh-salmon-vegetables.jpg?
996d7799-c564-4c74-862e-bc7971e6dd4c,petfoodexpert.com,https://petfoodexpert.com/food/scrumbles-chicken-adult-senior,Scrumbles,Chicken Adult  Senior,,,386.0,10.0,10.0,4.0,,,,[],False,[],,,"['UK', 'EU']",,2025-09-06T23:02:56.03255+00:00,2025-09-06T23:02:56.032573+00:00,e40ab0862e07ade39273c1882f5fc383,estimated,https://cibjeqgftuxuezarjsdl.supabase.co/storage/v1/object/public/dog-food/scrumbles-chicken-adult-senior.jpg?
