aadf_brand_raw,aadf_brand_normalized,aadf_product_name,aadf_form,aadf_key,match_score,exact_key_match,canonical_brand,canonical_product_name,canonical_key,canonical_form
Butchers,Butchers,meaty recipes can,wet,butchers|meaty_recipes_can|wet,0.5720000000000001,False,Butchers,Grain Free Adult Recipes In Gravy,butchers|grain_free_adult_recipes_in_gravy|unknown,wet
Simpsons,Simpsons,premium sensitive,wet,simpsons|premium_sensitive|wet,0.0,False,,,,
Millies Wolfheart,Millies Wolfheart,agility mix,dry,millies_wolfheart|agility_mix|dry,0.0,False,,,,
Butchers,Butchers,perfect can,wet,butchers|perfect_can|wet,0.5833333333333334,False,Butchers,Puppy Perfect,butchers|puppy_perfect|unknown,dry
Pro Plan,Pro Plan,athletic,dry,pro_plan|athletic|dry,0.0,False,,,,
Lifelong,Lifelong,grain free for breeds,dry,lifelong|grain_free_for_breeds|dry,0.0,False,,,,
Alpha Spirit,Alpha Spirit,mediterranean diet sausage wild,raw,alpha_spirit|mediterranean_diet_sausage_wild|raw,0.20588235294117646,False,Alpha Spirit,Alpha Spirit 7 Days Formula (Semi-Moist),alpha_spirit|alpha_spirit_7_days_formula_(semi-moist)|dry,dry
Eukanuba,Eukanuba,developing,wet,eukanuba|developing|wet,0.3,False,Eukanuba,Adult Golden Retriever Chicken,eukanuba|adult_golden_retriever_chicken|dry,dry
Wellness,Wellness,core low fat,wet,wellness|core_low_fat|wet,0.0,False,,,,
Winner,Winner,,wet,winner||wet,0.0,False,,,,
Laughing,Laughing,dog grain free complete,wet,laughing|dog_grain_free_complete|wet,0.0,False,,,,
Essential,Essential,estate living pate,wet,essential|estate_living_pate|wet,0.0,False,,,,
Morrisons,Morrisons,complete,wet,morrisons|complete|wet,0.0,False,,,,
Healthy,Healthy,paws,wet,healthy|paws|wet,0.0,False,,,,
Lifestage,Lifestage,grain free,wet,lifestage|grain_free|wet,0.0,False,,,,
Wolf of Wilderness,Wolf of Wilderness,soft,wet,wolf_of_wilderness|soft|wet,0.0,False,,,,
Lovejoys,Lovejoys,original,wet,lovejoys|original|wet,0.0,False,,,,
Nutro,Nutro,wild frontier,wet,nutro|wild_frontier|wet,0.0,False,,,,
Guru,Guru,ahoy cold pressed,wet,guru|ahoy_cold_pressed|wet,0.0,False,,,,
Winalot,Winalot,casserole,wet,winalot|casserole|wet,0.0,False,,,,
Trophy,Trophy,premium lite,wet,trophy|premium_lite|wet,0.0,False,,,,
Farmina Natural,Farmina Natural,and delicious pumpkin mini,dry,farmina_natural|and_delicious_pumpkin_mini|dry,0.0,False,,,,
Wainwrights,Wainwrights,light,wet,wainwrights|light|wet,0.0,False,,,,
Vets,Vets,kitchen sensitive care,wet,vets|kitchen_sensitive_care|wet,0.0,False,,,,
Eukanuba,Eukanuba,active,wet,eukanuba|active|wet,0.32,False,Eukanuba,Adult Boxer Chicken,eukanuba|adult_boxer_chicken|dry,dry
Royal Canin,Royal Canin,sensitivity control,wet,royal_canin|sensitivity_control|wet,0.0,False,,,,
Mcintyres,McIntyres,,wet,mcintyres||wet,0.0,False,,,,
Winner,Winner,high energy,dry,winner|high_energy|dry,0.0,False,,,,
Rocco,Rocco,sensitive,wet,rocco|sensitive|wet,0.0,False,,,,
Symply,Symply,trays,wet,symply|trays|wet,0.0,False,,,,
Mcintyres,McIntyres,pouches in jelly,wet,mcintyres|pouches_in_jelly|wet,0.0,False,,,,
Autarky,Autarky,succulent,dry,autarky|succulent|dry,0.5657142857142857,False,Autarky,Autarky Succululent Salmon,autarky|autarky_succululent_salmon|dry,dry
Bakers,Bakers,,dry,bakers||dry,0.0,False,,,,
Lupo,Lupo,natural swiss,dry,lupo|natural_swiss|dry,0.0,False,,,,
Canine,Canine,choice,wet,canine|choice|wet,0.0,False,,,,
Winalot,Winalot,perfect portions in gravy,wet,winalot|perfect_portions_in_gravy|wet,0.0,False,,,,
Natural,Natural,dog food company,dry,natural|dog_food_company|dry,0.0,False,,,,
Collards,Collards,tray,wet,collards|tray|wet,0.0,False,,,,
Harringtons,Harringtons,just 6,wet,harringtons|just_6|wet,0.0,False,,,,
Darf,Darf,complete,raw,darf|complete|raw,0.0,False,,,,
Cooper,Cooper,and co sensitive,wet,cooper|and_co_sensitive|wet,0.0,False,,,,
Pero,Pero,fussy eater,wet,pero|fussy_eater|wet,0.0,False,,,,
Naked,Naked,pup,unknown,naked|pup|unknown,0.0,False,,,,
Golden,Golden,eagle hypo allergenic,dry,golden|eagle_hypo_allergenic|dry,0.0,False,,,,
Green,Green,petfood veggiedog,wet,green|petfood_veggiedog|wet,0.0,False,,,,
Europa,Europa,low calorie,wet,europa|low_calorie|wet,0.0,False,,,,
Yora,Yora,dog food,dry,yora|dog_food|dry,0.0,False,,,,
Farmina Natural,Farmina Natural,and delicious pumpkin and maxi,dry,farmina_natural|and_delicious_pumpkin_and_maxi|dry,0.0,False,,,,
Leader,Leader,,wet,leader||wet,0.0,False,,,,
Tilly,Tilly,and ted trays,wet,tilly|and_ted_trays|wet,0.0,False,,,,
Lifelong,Lifelong,for and breeds,dry,lifelong|for_and_breeds|dry,0.0,False,,,,
Hills,Hills,prescription diet k d,wet,hills|prescription_diet_k_d|wet,0.0,False,,,,
Denes,Denes,light tins,wet,denes|light_tins|wet,0.0,False,,,,
Wainwrights,Wainwrights,light,wet,wainwrights|light|wet,0.0,False,,,,
Pets,Pets,love fresh,wet,pets|love_fresh|wet,0.0,False,,,,
Go,Go,native,wet,go|native|wet,0.0,False,,,,
Orygo,Orygo,,wet,orygo||wet,0.0,False,,,,
Dr,Dr,john silver,dry,dr|john_silver|dry,0.0,False,,,,
Wainwrights,Wainwrights,pouches mature,wet,wainwrights|pouches_mature|wet,0.0,False,,,,
Bounce,Bounce,and bella finest grain free,wet,bounce|and_bella_finest_grain_free|wet,0.4838709677419355,False,Bounce,Bella Irresistible Angus Beef Adult,bounce|bella_irresistible_angus_beef_adult|unknown,dry
Trophy,Trophy,lifestyle working dog and corn,wet,trophy|lifestyle_working_dog_and_corn|wet,0.0,False,,,,
Edgard,Edgard,and cooper cups,wet,edgard|and_cooper_cups|wet,0.0,False,,,,
Lukullus,Lukullus,tins menu gustico,wet,lukullus|tins_menu_gustico|wet,0.0,False,,,,
Royal Canin,Royal Canin,maxi joint care,wet,royal_canin|maxi_joint_care|wet,0.0,False,,,,
Chudleys,Chudleys,original,dry,chudleys|original|dry,0.0,False,,,,
Royal Canin,Royal Canin,veterinary diet gastrointestinal,wet,royal_canin|veterinary_diet_gastrointestinal|wet,0.0,False,,,,
Sainsburys,Sainsburys,natures goodness hypoallergenic terrine,wet,sainsburys|natures_goodness_hypoallergenic_terrine|wet,0.0,False,,,,
Pooch,Pooch & Mutt,and mutt single protein,wet,pooch_mutt|and_mutt_single_protein|wet,0.0,False,,,,
Engage,Engage,,dry,engage||dry,0.0,False,,,,
Lifelong,Lifelong,for breeds,dry,lifelong|for_breeds|dry,0.0,False,,,,
Bentleys,Bentleys,taste of the ocean,dry,bentleys|taste_of_the_ocean|dry,1.0,False,Bentleys,Taste of the Ocean,bentleys|taste_of_the_ocean|unknown,dry
Simpsons,Simpsons,premium 60 40,wet,simpsons|premium_60_40|wet,0.0,False,,,,
James Wellbeloved,James Wellbeloved,light,wet,james_wellbeloved|light|wet,0.0,False,,,,
Royal Canin,Royal Canin,rottweiler,wet,royal_canin|rottweiler|wet,0.0,False,,,,
Skinners,Skinners,field and trial working 30,wet,skinners|field_and_trial_working_30|wet,0.0,False,,,,
Techni,Techni,cal lifestages,wet,techni|cal_lifestages|wet,0.0,False,,,,
Millies Wolfheart,Millies Wolfheart,ultima mix,dry,millies_wolfheart|ultima_mix|dry,0.0,False,,,,
Albion,Albion,complete,unknown,albion|complete|unknown,0.0,False,,,,
Farmina Natural,Farmina Natural,and delicious maxi,dry,farmina_natural|and_delicious_maxi|dry,0.0,False,,,,
Royal Canin,Royal Canin,dachshund,wet,royal_canin|dachshund|wet,0.0,False,,,,
Royal Canin,Royal Canin,yorkshire terrier,wet,royal_canin|yorkshire_terrier|wet,0.0,False,,,,
Carnilove,Carnilove,with blueberries for puppies,wet,carnilove|with_blueberries_for_puppies|wet,0.0,False,,,,
Wolfworthy,Wolfworthy,80 20 countryside,wet,wolfworthy|80_20_countryside|wet,0.0,False,,,,
Naturo,Naturo,grain free trays,wet,naturo|grain_free_trays|wet,0.0,False,,,,
Burns,Burns,weight control,dry,burns|weight_control|dry,0.6416666666666667,False,Burns,Adult Weight Control Chicken  Oats,burns|adult_weight_control_chicken__oats|dry,dry
Essential,Essential,the beginning,dry,essential|the_beginning|dry,0.0,False,,,,
Step,Step,up mature,wet,step|up_mature|wet,0.0,False,,,,
Rocco,Rocco,,wet,rocco||wet,0.0,False,,,,
Chapel,Chapel,farm performance 24,wet,chapel|farm_performance_24|wet,0.0,False,,,,
Alpha Spirit,Alpha Spirit,the only one complete multi protein,wet,alpha_spirit|the_only_one_complete_multi_protein|wet,0.19444444444444445,False,Alpha Spirit,Alpha Spirit 7 Days Formula (Semi-Moist),alpha_spirit|alpha_spirit_7_days_formula_(semi-moist)|dry,dry
Wonderdog,Wonderdog,grain free,wet,wonderdog|grain_free|wet,0.0,False,,,,
Natures,Natures,harvest,wet,natures|harvest|wet,0.0,False,,,,
Wolf of Wilderness,Wolf of Wilderness,soft,wet,wolf_of_wilderness|soft|wet,0.0,False,,,,
Bob and Lush,Bob & Lush,kibble,dry,bob_lush|kibble|dry,0.0,False,,,,
Vitalin,Vitalin,,dry,vitalin||dry,0.0,False,,,,
Naturo,Naturo,grain free,wet,naturo|grain_free|wet,0.0,False,,,,
Laughing,Laughing,dog naturally 5 complete,dry,laughing|dog_naturally_5_complete|dry,0.0,False,,,,
Taste,Taste,of the wild tins,wet,taste|of_the_wild_tins|wet,0.0,False,,,,
Natural,Natural,greatness ultra premium all age and breed,wet,natural|greatness_ultra_premium_all_age_and_breed|wet,0.0,False,,,,
Hills Science,Hill's,plan mature 6,wet,hill_s|plan_mature_6|wet,0.0,False,,,,
Trophy,Trophy,lifestyle sensitive and shine,wet,trophy|lifestyle_sensitive_and_shine|wet,0.0,False,,,,
Huntland,Huntland,trays,wet,huntland|trays|wet,0.0,False,,,,
James Wellbeloved,James Wellbeloved,,wet,james_wellbeloved||wet,0.0,False,,,,
Carnilove,Carnilove,,dry,carnilove||dry,0.0,False,,,,
Wilsons,Wilsons,working dog cold pressed,wet,wilsons|working_dog_cold_pressed|wet,0.0,False,,,,
Langhams,Langhams,grain free selection,wet,langhams|grain_free_selection|wet,0.0,False,,,,
Dachshund,Dachshund,superfood pate,wet,dachshund|superfood_pate|wet,0.5531914893617021,False,Dachshund,Superfood Free Range Turkey Adult,dachshund|superfood_free_range_turkey_adult|unknown,dry
Natures Menu,Natures Menu,original cans,wet,natures_menu|original_cans|wet,0.0,False,,,,
Symply,Symply,grain free trays,wet,symply|grain_free_trays|wet,0.0,False,,,,
Royal Canin,Royal Canin,pug,wet,royal_canin|pug|wet,0.0,False,,,,
Ava,Ava,weight management,wet,ava|weight_management|wet,0.0,False,,,,
Autarky,Autarky,grain free,dry,autarky|grain_free|dry,0.5945945945945946,False,Autarky,Grain Free Tasty White Fish,autarky|grain_free_tasty_white_fish|dry,dry
Vetspec,Vetspec,and formula,wet,vetspec|and_formula|wet,0.0,False,,,,
Nourish,Nourish,grain free,wet,nourish|grain_free|wet,0.0,False,,,,
Ava,Ava,,wet,ava||wet,0.0,False,,,,
Fleischeslust,Fleischeslust,classic sausage,wet,fleischeslust|classic_sausage|wet,0.0,False,,,,
Bug,Bug,bakes regular,wet,bug|bakes_regular|wet,1.0,False,Bug,Bakes Regular,bug|bakes_regular|dry,dry
Leader,Leader,slimline,wet,leader|slimline|wet,0.0,False,,,,
Wilsons,Wilsons,premium cold pressed,wet,wilsons|premium_cold_pressed|wet,0.0,False,,,,
Beco,Beco,can,wet,beco|can|wet,0.14814814814814814,False,Beco,Wild Caught Cod  Haddock,beco|wild_caught_cod__haddock|unknown,dry
Growling,Growling,tums gourmet,dry,growling|tums_gourmet|dry,0.0,False,,,,
Carnilove,Carnilove,true fresh,raw,carnilove|true_fresh|raw,0.0,False,,,,
Salubrious,Salubrious,healthy dog food cold pressed grain and gluten free gastrointestinal,wet,salubrious|healthy_dog_food_cold_pressed_grain_and_gluten_free_gastrointestinal|wet,0.0,False,,,,
Acana,Acana,singles,wet,acana|singles|wet,0.36363636363636365,False,Acana,Highest Protein Grasslands,acana|highest_protein_grasslands|dry,dry
Husse,Husse,valp maxi,wet,husse|valp_maxi|wet,0.0,False,,,,
Ydolo,Ydolo,,dry,ydolo||dry,0.0,False,,,,
Lifestage,Lifestage,grain free,wet,lifestage|grain_free|wet,0.0,False,,,,
Nutriment,Nutriment,liver support,wet,nutriment|liver_support|wet,0.0,False,,,,
Leader,Leader,,wet,leader||wet,0.0,False,,,,
Butchers,Butchers,joints and coat foil,wet,butchers|joints_and_coat_foil|wet,0.7272727272727273,False,Butchers,Joints  Coats,butchers|joints__coats|unknown,dry
Wonderdog,Wonderdog,grain free,wet,wonderdog|grain_free|wet,0.0,False,,,,
Michies,Michies,of cornwall premium complete,unknown,michies|of_cornwall_premium_complete|unknown,0.0,False,,,,
Wainwrights,Wainwrights,,wet,wainwrights||wet,0.0,False,,,,
Pro Plan,Pro Plan,veterinary diet dermatosis,dry,pro_plan|veterinary_diet_dermatosis|dry,0.0,False,,,,
Millies Wolfheart,Millies Wolfheart,countryside mix,dry,millies_wolfheart|countryside_mix|dry,0.0,False,,,,
Canine,Canine,choice light,wet,canine|choice_light|wet,0.0,False,,,,
Royal Canin,Royal Canin,shih tzu,wet,royal_canin|shih_tzu|wet,0.0,False,,,,
Acana,Acana,light and fit recipe,raw,acana|light_and_fit_recipe|raw,0.918918918918919,False,Acana,Light  fit Recipe,acana|light__fit_recipe|dry,dry
Freshpet,Freshpet,select rolls,wet,freshpet|select_rolls|wet,0.0,False,,,,
Leader,Leader,,wet,leader||wet,0.0,False,,,,
Hills,Hills,prescription diet a d urgent care,wet,hills|prescription_diet_a_d_urgent_care|wet,0.0,False,,,,
Royal Canin,Royal Canin,veterinary diet dental,wet,royal_canin|veterinary_diet_dental|wet,0.0,False,,,,
Bosch,Bosch,,wet,bosch||wet,0.0,False,,,,
Denes,Denes,tins,wet,denes|tins|wet,0.0,False,,,,
Aatu,Aatu,for puppies,raw,aatu|for_puppies|raw,0.43478260869565216,False,Aatu,Puppy Salmon,aatu|puppy_salmon|dry,dry
Natural,Natural,instinct special diet,wet,natural|instinct_special_diet|wet,0.0,False,,,,
Naturo,Naturo,mini dog pouches,wet,naturo|mini_dog_pouches|wet,0.0,False,,,,
Edmondsons,Edmondsons,,dry,edmondsons||dry,0.0,False,,,,
Alpha,Alpha,sporting maintenance,wet,alpha|sporting_maintenance|wet,0.72,False,Alpha,Feeds Working Maintenance Beef,alpha|feeds_working_maintenance_beef|unknown,dry
Denes,Denes,growth,dry,denes|growth|dry,0.0,False,,,,
Country Pursuit,Country Pursuit,k9 20 percent working dog,dry,country_pursuit|k9_20_percent_working_dog|dry,0.0,False,,,,
Pedigree,Pedigree,,dry,pedigree||dry,0.0,False,,,,
Pooch,Pooch & Mutt,and mutt dog,dry,pooch_mutt|and_mutt_dog|dry,0.0,False,,,,
Asda,Asda,hero working complete,wet,asda|hero_working_complete|wet,0.5217391304347826,False,Asda,Hero Chicken  Veg Working,asda|hero_chicken__veg_working|unknown,dry
Skinners,Skinners,get out and go everyday energy,wet,skinners|get_out_and_go_everyday_energy|wet,0.0,False,,,,
Pooch,Pooch & Mutt,and mutt slim and slender,wet,pooch_mutt|and_mutt_slim_and_slender|wet,0.0,False,,,,
Eukanuba,Eukanuba,mature and all breeds,dry,eukanuba|mature_and_all_breeds|dry,0.44897959183673475,False,Eukanuba,Adult Large Breed Lamb  Rice,eukanuba|adult_large_breed_lamb__rice|dry,dry
Eukanuba,Eukanuba,daily care sensitive digestion,dry,eukanuba|daily_care_sensitive_digestion|dry,0.37931034482758624,False,Eukanuba,Adult Large Breed Lamb  Rice,eukanuba|adult_large_breed_lamb__rice|dry,dry
Gain,Gain,greyhound 28,dry,gain|greyhound_28|dry,0.0,False,,,,
Fish4Dogs,Fish4Dogs,working dog,dry,fish4dogs|working_dog|dry,0.0,False,,,,
Leader,Leader,supreme,wet,leader|supreme|wet,0.0,False,,,,
Royal Canin,Royal Canin,veterinary diet neutered dog,wet,royal_canin|veterinary_diet_neutered_dog|wet,0.0,False,,,,
Natures Menu,Natures Menu,country hunter pouches,wet,natures_menu|country_hunter_pouches|wet,0.0,False,,,,
CSJ,CSJ,command performance 21,dry,csj|command_performance_21|dry,0.0,False,,,,
Freshpet,Freshpet,select bags,unknown,freshpet|select_bags|unknown,0.0,False,,,,
Concept For,Concept For,life sensitive,wet,concept_for|life_sensitive|wet,0.0,False,,,,
James Wellbeloved,James Wellbeloved,superfood,dry,james_wellbeloved|superfood|dry,0.0,False,,,,
Millies Wolfheart,Millies Wolfheart,pork and veg,dry,millies_wolfheart|pork_and_veg|dry,0.0,False,,,,
Caboodle,Caboodle,,wet,caboodle||wet,0.0,False,,,,
Bakers,Bakers,meaty meals dog,wet,bakers|meaty_meals_dog|wet,0.6486486486486487,False,Bakers,Adult Meaty Meals Beef,bakers|adult_meaty_meals_beef|dry,dry
Concept For,Concept For,life,wet,concept_for|life|wet,0.0,False,,,,
Yarrah,Yarrah,,wet,yarrah||wet,0.0,False,,,,
Natures Deli,Natures Deli,,wet,natures_deli||wet,0.0,False,,,,
Royal Canin,Royal Canin,x,wet,royal_canin|x|wet,0.0,False,,,,
Techni,Techni,cal lifestages,wet,techni|cal_lifestages|wet,0.0,False,,,,
Butchers,Butchers,recovery and revive can,wet,butchers|recovery_and_revive_can|wet,0.7169811320754716,False,Butchers,Recovery  Revive Adult Chicken,butchers|recovery__revive_adult_chicken|unknown,dry
Royal Canin,Royal Canin,satiety weight management,dry,royal_canin|satiety_weight_management|dry,0.0,False,,,,
Royal Canin,Royal Canin,mini,wet,royal_canin|mini|wet,0.0,False,,,,
Zenoo,Zenoo,natural,freeze_dried,zenoo|natural|freeze_dried,0.0,False,,,,
Earls,Earls,complete,dry,earls|complete|dry,0.0,False,,,,
Royal Canin,Royal Canin,poodle,wet,royal_canin|poodle|wet,0.0,False,,,,
Nutro,Nutro,wild frontier,wet,nutro|wild_frontier|wet,0.0,False,,,,
Primal,Primal,spirit iberian complete canned nordic sealand,wet,primal|spirit_iberian_complete_canned_nordic_sealand|wet,0.0,False,,,,
Chappie,Chappie,original tins,wet,chappie|original_tins|wet,0.0,False,,,,
Gelert,Gelert,country choice maintenance,dry,gelert|country_choice_maintenance|dry,0.0,False,,,,
James,James,and ella kibble and,freeze_dried,james|and_ella_kibble_and|freeze_dried,0.0,False,,,,
Burns,Burns,mini,dry,burns|mini|dry,0.3142857142857143,False,Burns,Puppy Mini Chicken  Rice,burns|puppy_mini_chicken__rice|dry,dry
Hills Science,Hill's,plan,wet,hill_s|plan|wet,0.0,False,,,,
Arden Grange,Arden Grange,,wet,arden_grange||wet,0.0,False,,,,
Country Dog,Country Dog,premium tray,wet,country_dog|premium_tray|wet,0.0,False,,,,
James Wellbeloved,James Wellbeloved,superfood,dry,james_wellbeloved|superfood|dry,0.0,False,,,,
More,More,,dry,more||dry,0.0,False,,,,
Buddy,Buddy,light,dry,buddy|light|dry,0.275,False,Buddy,Pet Food Wild Caught Salmon,buddy|pet_food_wild_caught_salmon|unknown,dry
Gusto,Gusto,,dry,gusto||dry,0.0,False,,,,
Lovejoys,Lovejoys,pure and simple grain free,wet,lovejoys|pure_and_simple_grain_free|wet,0.0,False,,,,
Natural,Natural,greatness complete light cod,wet,natural|greatness_complete_light_cod|wet,0.0,False,,,,
Amala,Amala,and,wet,amala|and|wet,0.23076923076923078,False,Amala,Fish and Chicken Recipe,amala|fish_and_chicken_recipe|unknown,dry
Eukanuba,Eukanuba,thriving mature toy breed,dry,eukanuba|thriving_mature_toy_breed|dry,0.4150943396226416,False,Eukanuba,Adult Large Breed Lamb  Rice,eukanuba|adult_large_breed_lamb__rice|dry,dry
Forthglade,Forthglade,complete grain free,wet,forthglade|complete_grain_free|wet,0.3157894736842105,False,Forthglade,Salmon Cold Pressed,forthglade|salmon_cold_pressed|unknown,dry
Royal Canin,Royal Canin,maxi dermacomfort,wet,royal_canin|maxi_dermacomfort|wet,0.0,False,,,,
Royal Canin,Royal Canin,bulldog,wet,royal_canin|bulldog|wet,0.0,False,,,,
Hownd,Hownd,plant powered superfood,dry,hownd|plant_powered_superfood|dry,0.0,False,,,,
Millies Wolfheart,Millies Wolfheart,and veg,dry,millies_wolfheart|and_veg|dry,0.0,False,,,,
Country Pursuit,Country Pursuit,original,dry,country_pursuit|original|dry,0.0,False,,,,
Royal Canin,Royal Canin,chihuahua,wet,royal_canin|chihuahua|wet,0.0,False,,,,
Tuggs,Tuggs,fresh food,unknown,tuggs|fresh_food|unknown,0.0,False,,,,
Natural,Natural,greatness ultra premium and mini,dry,natural|greatness_ultra_premium_and_mini|dry,0.0,False,,,,
Langhams,Langhams,snap pack,wet,langhams|snap_pack|wet,0.0,False,,,,
Naturediet,Naturediet,feel good lite,wet,naturediet|feel_good_lite|wet,0.0,False,,,,
Naturo,Naturo,grain and gluten free cans,wet,naturo|grain_and_gluten_free_cans|wet,0.0,False,,,,
Nutriment,Nutriment,,wet,nutriment||wet,0.0,False,,,,
Virbac,Virbac,veterinary hpm and toy,dry,virbac|veterinary_hpm_and_toy|dry,0.0,False,,,,
Animonda,Animonda,integra protect renal,wet,animonda|integra_protect_renal|wet,0.40740740740740744,False,Animonda,animonda GranCarno Original Adult,animonda|animonda_grancarno_original_adult|wet,wet
Ava,Ava,breed health labrador retriever,wet,ava|breed_health_labrador_retriever|wet,0.0,False,,,,
Carnilove,Carnilove,true fresh,dry,carnilove|true_fresh|dry,0.0,False,,,,
Alpha Spirit,Alpha Spirit,semi moist complete,wet,alpha_spirit|semi_moist_complete|wet,0.32142857142857145,False,Alpha Spirit,Alpha Spirit 7 Days Formula (Semi-Moist),alpha_spirit|alpha_spirit_7_days_formula_(semi-moist)|dry,dry
Wagg,Wagg,,wet,wagg||wet,0.0,False,,,,
Pedigree,Pedigree,in loaf tins,wet,pedigree|in_loaf_tins|wet,0.0,False,,,,
Rude,Rude,dog food hypoallergenic,wet,rude|dog_food_hypoallergenic|wet,0.0,False,,,,
Collards,Collards,with potato,dry,collards|with_potato|dry,0.0,False,,,,
Buddy,Buddy,active free range,dry,buddy|active_free_range|dry,0.6439024390243903,False,Buddy,Pet Food Free Range Duck,buddy|pet_food_free_range_duck|unknown,dry
Lukullus,Lukullus,tins grain free,wet,lukullus|tins_grain_free|wet,0.0,False,,,,
Edmondsons,Edmondsons,,dry,edmondsons||dry,0.0,False,,,,
Go,Go,native,wet,go|native|wet,0.0,False,,,,
Natures Deli,Natures Deli,,wet,natures_deli||wet,0.0,False,,,,
More,More,light,wet,more|light|wet,0.0,False,,,,
Natures Deli,Natures Deli,,wet,natures_deli||wet,0.0,False,,,,
Wilsons,Wilsons,insect cold pressed,wet,wilsons|insect_cold_pressed|wet,0.0,False,,,,
Country Dog,Country Dog,premium 1 light,wet,country_dog|premium_1_light|wet,0.0,False,,,,
Nutrivet,Nutrivet,instinct atlantic ten,wet,nutrivet|instinct_atlantic_ten|wet,0.0,False,,,,
Lilys Kitchen,Lilys Kitchen,,wet,lilys_kitchen||wet,0.0,False,,,,
Beta,Beta,light,wet,beta|light|wet,0.43478260869565216,False,Beta,Adult Light Turkey,beta|adult_light_turkey|dry,dry
Pooch,Pooch & Mutt,and mutt hepatic,dry,pooch_mutt|and_mutt_hepatic|dry,0.0,False,,,,
Millies Wolfheart,Millies Wolfheart,obedience mix,dry,millies_wolfheart|obedience_mix|dry,0.0,False,,,,
Natures,Natures,variety complete,freeze_dried,natures|variety_complete|freeze_dried,0.0,False,,,,
Lukullus,Lukullus,veggie,wet,lukullus|veggie|wet,0.0,False,,,,
Pro Plan,Pro Plan,athletic optibalance,dry,pro_plan|athletic_optibalance|dry,0.0,False,,,,
Rinti,Rinti,tins,wet,rinti|tins|wet,0.0,False,,,,
Royal Canin,Royal Canin,mini,wet,royal_canin|mini|wet,0.0,False,,,,
Butchers,Butchers,simply gentle can,wet,butchers|simply_gentle_can|wet,0.8666666666666667,False,Butchers,Simply Gentle,butchers|simply_gentle|unknown,dry
Virbac,Virbac,veterinary hpm baby and,dry,virbac|veterinary_hpm_baby_and|dry,0.0,False,,,,
Southend Dog,Southend Dog,,unknown,southend_dog||unknown,0.0,False,,,,
Pedigree,Pedigree,,wet,pedigree||wet,0.0,False,,,,
Farmina Natural,Farmina Natural,and delicious ancestral grain,dry,farmina_natural|and_delicious_ancestral_grain|dry,0.0,False,,,,
Lifestage,Lifestage,naturals dog food,wet,lifestage|naturals_dog_food|wet,0.0,False,,,,
Naturo,Naturo,grain free trays,wet,naturo|grain_free_trays|wet,0.0,False,,,,
Step,Step,up,wet,step|up|wet,0.0,False,,,,
Pitpat,PitPat,light,wet,pitpat|light|wet,0.0,False,,,,
Alpha Spirit,Alpha Spirit,imperial sausage wild,wet,alpha_spirit|imperial_sausage_wild|wet,0.13793103448275862,False,Alpha Spirit,Alpha Spirit 7 Days Formula (Semi-Moist),alpha_spirit|alpha_spirit_7_days_formula_(semi-moist)|dry,dry
Salubrious,Salubrious,healthy dog food cold pressed grain and gluten free,wet,salubrious|healthy_dog_food_cold_pressed_grain_and_gluten_free|wet,0.0,False,,,,
Carnilove,Carnilove,,dry,carnilove||dry,0.0,False,,,,
Kronch,Kronch,basic,raw,kronch|basic|raw,0.0,False,,,,
Orijen,Orijen,fit and trim,freeze_dried,orijen|fit_and_trim|freeze_dried,0.0,False,,,,
Hills Science,Hill's,plan 1 5 light,wet,hill_s|plan_1_5_light|wet,0.0,False,,,,
Pero,Pero,high meat and grain free,wet,pero|high_meat_and_grain_free|wet,0.0,False,,,,
Barkin,Barkin,bistro special diet and vegetables,raw,barkin|bistro_special_diet_and_vegetables|raw,0.0,False,,,,
Europa,Europa,50 50 grain free,dry,europa|50_50_grain_free|dry,0.0,False,,,,
Wonderdog,Wonderdog,elite,wet,wonderdog|elite|wet,0.0,False,,,,
CSJ,CSJ,herbie nuts,dry,csj|herbie_nuts|dry,0.0,False,,,,
Orlando,Orlando,chunks in gravy,wet,orlando|chunks_in_gravy|wet,0.0,False,,,,
Tribal,Tribal,fresh pressed,dry,tribal|fresh_pressed|dry,0.0,False,,,,
Naturea,Naturea,atlantica,wet,naturea|atlantica|wet,0.0,False,,,,
Eukanuba,Eukanuba,natureplus and,dry,eukanuba|natureplus_and|dry,0.37931034482758624,False,Eukanuba,Adult Dachshund,eukanuba|adult_dachshund|unknown,dry
Canagan,Canagan,puppies,wet,canagan|puppies|wet,0.3076923076923077,False,Canagan,Insect,canagan|insect|dry,dry
Forthglade,Forthglade,complete wholegrain,wet,forthglade|complete_wholegrain|wet,0.2631578947368421,False,Forthglade,Salmon Cold Pressed,forthglade|salmon_cold_pressed|unknown,dry
Autarky,Autarky,mature lite delicious,wet,autarky|mature_lite_delicious|wet,0.84,False,Autarky,Mature Lite Delicious Chicken,autarky|mature_lite_delicious_chicken|dry,dry
Honeys,Honeys,out of season working dog food,unknown,honeys|out_of_season_working_dog_food|unknown,0.0,False,,,,
Ror,ROR,,unknown,ror||unknown,0.0,False,,,,
Mcadams,McAdams,,dry,mcadams||dry,0.0,False,,,,
Belcando,Belcando,m l,wet,belcando|m_l|wet,0.3142857142857143,False,Belcando,Adult Light,belcando|adult_light|unknown,wet
Wolf,Wolf,tucker complete meals,wet,wolf|tucker_complete_meals|wet,0.0,False,,,,
