product_key,brand,brand_slug,brand_family,product_name,name_slug,form,life_stage,kcal_per_100g,protein_percent,fat_percent,fiber_percent,ash_percent,moisture_percent,ingredients_raw,ingredients_tokens,price_per_kg_eur,price_bucket,available_countries,sources,product_url,staging_source,staging_confidence
smallbatch_pets_1a6973,Smallbatch Pets,smallbatch_pets,smallbatch,"Smallbatch Pets Beef Non-GMO Freeze-Dried Dog Food, 14-oz bag",smallbatch-pets-beef-non-gmo-freeze-dried-dog-food-14-oz-bag,raw,adult,,,,,,,,[],57.231546033817686,high,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/smallbatch-pets-beef-sliders-non-gmo/dp/1324350""}]",https://www.chewy.com/smallbatch-pets-beef-sliders-non-gmo/dp/1324350,chewy,0.8
stella_chewy_s_691f0c,Stella & Chewy's,stella_chewy_s,stella,"Stella & Chewy's Chewy's Chicken Morsels Frozen Raw Dog Food, 4-lb bag",stella-chewy-s-chewy-s-chicken-morsels-frozen-raw-dog-food-4-lb-bag,raw,all,,,,,,,,[],13.305349300693134,medium,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/stella-chewys-chewys-chicken-morsels/dp/1924430""}]",https://www.chewy.com/stella-chewys-chewys-chicken-morsels/dp/1924430,chewy,0.8
stella_chewy_s_78c432,Stella & Chewy's,stella_chewy_s,stella,"Stella & Chewy's Stella's Solutions Digestive Boost Freeze-Dried Raw Grass-Fed Beef Dinner Morsels Dog Food, 13-oz bag, bundle of 2",stella-chewy-s-stella-s-solutions-digestive-boost-freeze-dried-raw-grass-fed-beef-dinner-morsels-dog,raw,all,,,,,,,,[],103.82166555644042,high,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/stella-chewys-stellas-solutions/dp/203199""}]",https://www.chewy.com/stella-chewys-stellas-solutions/dp/203199,chewy,0.8
stella_chewy_s_9d957e,Stella & Chewy's,stella_chewy_s,stella,"Stella & Chewy's Stella’s Shredrs Cage Free Chicken Recipe in Broth Adult Wet Dog Food, 2.8-oz pouch, case of 24",stella-chewy-s-stella-s-shredrs-cage-free-chicken-recipe-in-broth-adult-wet-dog-food-2-8-oz-pouch-ca,wet,all,,,,,,,,[],395.91527187428346,high,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/stella-chewys-stellas-shredrs-cage/dp/565126""}]",https://www.chewy.com/stella-chewys-stellas-shredrs-cage/dp/565126,chewy,0.8
shepherd_boy_farms_4350dc,Shepherd Boy Farms,shepherd_boy_farms,shepherd,"Shepherd Boy Farms Rabbit Recipe Freeze-Dried Dog Food, 14-oz bag",shepherd-boy-farms-rabbit-recipe-freeze-dried-dog-food-14-oz-bag,dry,all,,,,,,,,[],71.1163966106734,high,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/shepherd-boy-farms-rabbit-recipe/dp/1549790""}]",https://www.chewy.com/shepherd-boy-farms-rabbit-recipe/dp/1549790,chewy,0.8
chicken_turkey_cookout_538833,Chicken & Turkey Cookout,chicken_turkey_cookout,chicken,"Nom Nom Freshly-Made Frozen Turkey & Chicken Cookout Dog Food, 7.9-oz pouch, case of 7",nom-nom-freshly-made-frozen-turkey-chicken-cookout-dog-food-7-9-oz-pouch-case-of-7,raw,all,,,,,,,,[],131.61574300531277,high,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/nom-nom-freshly-made-frozen-chicken/dp/1919046""}]",https://www.chewy.com/nom-nom-freshly-made-frozen-chicken/dp/1919046,chewy,0.8
the_honest_kitchen_cbdd16,The Honest Kitchen,the_honest_kitchen,the,"The Honest Kitchen Gourmet Grains Chicken & Duck Recipe Dehydrated Dog Food, 4-lb box",the-honest-kitchen-gourmet-grains-chicken-duck-recipe-dehydrated-dog-food-4-lb-box,treat,all,,,,,,,,[],15.176414046103107,medium,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/honest-kitchen-gourmet-grains-chicken/dp/352261""}]",https://www.chewy.com/honest-kitchen-gourmet-grains-chicken/dp/352261,chewy,0.8
smallbatch_pets_db1ab4,Smallbatch Pets,smallbatch_pets,smallbatch,"Smallbatch Pets Chicken Non-GMO Freeze-Dried Dog Food, 25-oz bag, bundle of 2",smallbatch-pets-chicken-non-gmo-freeze-dried-dog-food-25-oz-bag-bundle-of-2,dry,adult,,,,,,,,[],129.3928993456675,high,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/smallbatch-pets-chicken-sliders-non/dp/1324454""}]",https://www.chewy.com/smallbatch-pets-chicken-sliders-non/dp/1324454,chewy,0.8
hill_s_science_diet_8d5872,Hill's Science Diet,hill_s_science_diet,hill,"Hill's Science Diet Adult Small Breed & Mini Breed Lamb Meal & Rice Recipe Dry Dog Food, 15.5-lb bag",hill-s-science-diet-adult-small-breed-mini-breed-lamb-meal-rice-recipe-dry-dog-food-15-5-lb-bag,dry,all,,,,,,,,[],5.232896523748215,low,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/hills-science-diet-adult-small-mini/dp/102129""}]",https://www.chewy.com/hills-science-diet-adult-small-mini/dp/102129,chewy,0.8
tender_true_63265b,Tender & True,tender_true,tender,"Tender & True Farmers Market Recipe Freeze-Dried Raw Dog Food, 1-lb bag",tender-true-farmers-market-recipe-freeze-dried-raw-dog-food-1-lb-bag,raw,all,,,,,,,,[],39.53067955343128,medium,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/tender-true-farmers-market-recipe/dp/289145""}]",https://www.chewy.com/tender-true-farmers-market-recipe/dp/289145,chewy,0.8
merrick_acb26e,Merrick,merrick,merrick,"Merrick Healthy Grains Real Salmon & Brown Rice Recipe with Ancient Grains Dry Dog Food, 4-lb bag",merrick-healthy-grains-real-salmon-brown-rice-recipe-with-ancient-grains-dry-dog-food-4-lb-bag,dry,all,,,,,,,,[],8.564304485087922,low,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/merrick-healthy-grains-real-salmon/dp/291521""}]",https://www.chewy.com/merrick-healthy-grains-real-salmon/dp/291521,chewy,0.8
instinct_7fc859,Instinct,instinct,instinct,"Instinct Boost Mixers Healthy Energy Grain-Free Freeze-Dried Raw Dog Food Topper, 5.5-oz bag",instinct-boost-mixers-healthy-energy-grain-free-freeze-dried-raw-dog-food-topper-5-5-oz-bag,raw,adult,,,,,,,,[],58.2367173382888,high,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/instinct-boost-mixers-healthy-energy/dp/755726""}]",https://www.chewy.com/instinct-boost-mixers-healthy-energy/dp/755726,chewy,0.8
stella_chewy_s_e626d2,Stella & Chewy's,stella_chewy_s,stella,"Stella & Chewy's Wild Red Raw Coated Kibble Grain-Free Red Meat Recipe Dry Dog Food, 3.5-lb bag",stella-chewy-s-wild-red-raw-coated-kibble-grain-free-red-meat-recipe-dry-dog-food-3-5-lb-bag,dry,all,,,,,,,,[],8.281073236363452,low,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/stella-chewys-wild-red-raw-coated/dp/317970""}]",https://www.chewy.com/stella-chewys-wild-red-raw-coated/dp/317970,chewy,0.8
merrick_5fb3a2,Merrick,merrick,merrick,"Merrick Gut Healthy Grains Recipe Adult Natural Chicken & Rice Yogurt-Infused Clusters Dry Dog Food, 20-lb bag",merrick-gut-healthy-grains-recipe-adult-natural-chicken-rice-yogurt-infused-clusters-dry-dog-food-20,dry,adult,,,,,,,,[],6.083749272473941,low,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/merrick-gut-healthy-grains-recipe/dp/1113062""}]",https://www.chewy.com/merrick-gut-healthy-grains-recipe/dp/1113062,chewy,0.8
tender_true_8ebde3,Tender & True,tender_true,tender,"Tender & True Organic Grain-Free Chicken & Liver Recipe Dry Dog Food, 20-lb bag",tender-true-organic-grain-free-chicken-liver-recipe-dry-dog-food-20-lb-bag,dry,all,,,,,,,,[],7.199289229086933,low,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/tender-true-organic-grain-free/dp/142550""}]",https://www.chewy.com/tender-true-organic-grain-free/dp/142550,chewy,0.8
holi_ea9086,HOLI,holi,holi,"HOLI Beef Liver, Lamb Liver, Rabbit Variety Pack Grain-Free Freeze-Dried Dog & Cat Food Topper, 2-oz bag, 3 count",holi-beef-liver-lamb-liver-rabbit-variety-pack-grain-free-freeze-dried-dog-cat-food-topper-2-oz-bag-,raw,all,,,,,,,,[],293.36672604455106,high,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/holi-beef-liver-lamb-liver-rabbit/dp/1046678""}]",https://www.chewy.com/holi-beef-liver-lamb-liver-rabbit/dp/1046678,chewy,0.8
chicken_soup_for_the_soul_d8405a,Chicken Soup for the Soul,chicken_soup_for_the_soul,chicken,"Chicken Soup for the Soul Small Bites Adult Chicken, Turkey & Brown Rice Recipe Dog Food, 13.5-lb bag",chicken-soup-for-the-soul-small-bites-adult-chicken-turkey-brown-rice-recipe-dog-food-13-5-lb-bag,dry,all,,,,,,,,[],3.2211685750548873,low,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/chicken-soup-soul-small-bites-chicken/dp/105782""}]",https://www.chewy.com/chicken-soup-soul-small-bites-chicken/dp/105782,chewy,0.8
instinct_1a0e63,Instinct,instinct,instinct,"Instinct Raw Boost Small Breed Adult Grain-Free Real Chicken Recipe Dry Dog Food, 10-lb bag",instinct-raw-boost-small-breed-adult-grain-free-real-chicken-recipe-dry-dog-food-10-lb-bag,raw,all,,,,,,,,[],7.117144923190887,low,"[""US""]","[{""type"": ""retailer:chewy"", ""url"": ""https://www.chewy.com/instinct-raw-boost-small-breed-grain/dp/120943""}]",https://www.chewy.com/instinct-raw-boost-small-breed-grain/dp/120943,chewy,0.8
