web-scraper-order,web-scraper-start-url,pagination-selector,data-page-selector,data-page-selector-href,image-0-src,text-1,text-2,text-3,text-4
"1757704864-1207","https://www.zooplus.com/shop/dogs/dry_dog_food","","Hill's Science Plan Adult 1+ Perfect Digestion Small & Mini with Chicken 6kg","https://www.zooplus.com/shop/dogs/dry_dog_food/hills_science_plan/adult/1093113?activeVariant=1093113.2","","Hill's Science Plan Adult 1+ Perfect Digestion Small & Mini with Chicken","","","A delicious complete diet for small dogs (<10kg) with chicken and rice. Added prebiotic fibres support healthy digestion and bowel movements. Made with high quality proteins and added antioxidants."
"1757704866-1208","https://www.zooplus.com/shop/dogs/dry_dog_food","","Royal Canin Medium Starter Mother & Babydog Econnomy Pack: 2 x 15kg","https://www.zooplus.com/shop/dogs/dry_dog_food/royal_canin_size/medium/207804?activeVariant=207804.12","https://media.zooplus.com/bilder/5/400/253098_pla_royalcanin_medium_breed_starter_mother_babydog_15kg_hs_01_5.jpg","Royal Canin Medium Starter Mother & Babydog","","","Complete dry food for pregnant medium sized dogs and their puppies, helping support the weaning from mother's milk and the development of a healthy immune system and digestion, in rehydratable kibble."
"1757704868-1209","https://www.zooplus.com/shop/dogs/dry_dog_food","","PURINA ONE Mini Active Chicken & Rice 9kg (6 x 1.5kg)","https://www.zooplus.com/shop/dogs/dry_dog_food/purina_one/adult/1374619?activeVariant=1374619.0","","PURINA ONE Mini Active Chicken & Rice","","","Wholesome dry food for small breed dogs up to 10kg, rich in animal protein and with tailored kibble offering soft and crunchy textures, easy to digest and with essential antioxidants."
"1757704871-1210","https://www.zooplus.com/shop/dogs/dry_dog_food","","Eukanuba Grain Free Large Breed Adult – Chicken Economy Pack: 2 x 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/eukanuba/eukanuba_adult_large/1387443?activeVariant=1387443.0","","Eukanuba Grain Free Large Breed Adult – Chicken","","","Complete food for large and extra-large breed adult dogs aged 1-7 years, with a low-allergen recipe free from grains and rich in chicken, with omega-3 and –6 fatty acids and key vitamins."
"1757704873-1211","https://www.zooplus.com/shop/dogs/dry_dog_food","","Carnilove Adult Lamb Wild Boar Economy Pack: 2 x 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/carnilove/1582648?activeVariant=1582648.1","https://media.zooplus.com/bilder/0/400/73104_pla_carnilove_lambwild_0.jpg","Carnilove Adult Lamb Wild Boar","","","Balanced dry food for adult dogs of all breeds with 30% wild boar & 25% lamb as well as fruits, vegetables & valuable herbs. Digestible recipe that's free from grain, potato, maize & soya."
"1757704876-1212","https://www.zooplus.com/shop/dogs/dry_dog_food","","Taste of the Wild - Ancient Wetlands 6.35kg","https://www.zooplus.com/shop/dogs/dry_dog_food/taste_of_the_wild/1930000?activeVariant=1930000.2","","Taste of the Wild - Ancient Wetlands","","","Tasty complete food for dogs, with roasted poultry and duck as the primary ingredient. Easy to digest and rich in fibre, this recipe contains essential fatty acids and valuable antioxidants."
"1757704878-1213","https://www.zooplus.com/shop/dogs/dry_dog_food","","Hill's Prescription Diet Metabolic Weight Management with chicken 1.5 kg","https://www.zooplus.com/shop/dogs/dry_dog_food/hills_prescription/1949044?activeVariant=1949044.0","","Hill's Prescription Diet Metabolic Weight Management with chicken","","By purchasing the selected veterinary food, you confirm that your pet has been examined by a veterinarian who has recommended this specific veterinary food based on a diagnosis and that you have read and understood the following instructions.
				Please speak to your vet before giving this food to your pet or if you wish to extend the feeding period.
				If you feed your pet this veterinary food, you should seek the advice of your vet regularly (every 6 months).
				If your pet's health deteriorates, please contact your vet immediately.","Diet dry food with chicken for dogs, low energy content, support for weight management & metabolism, adapted fat & protein content, special fiber mixture for good satiety"
"1757704881-1214","https://www.zooplus.com/shop/dogs/dry_dog_food","","Wolf of Wilderness Soft ""Silvery Lakes"" - Free-Range Chicken with Duck 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/semi_moist/1237280?activeVariant=1237280.3","","Wolf of Wilderness Soft ""Silvery Lakes"" - Free-Range Chicken with Duck","","","100% grain-free semi-moist dry dog food with lots of fresh chicken meat from premium free-range farming and tasty duck protein, The kibble is made with natural meat juices for a softer consistency."
"1757704883-1215","https://www.zooplus.com/shop/dogs/dry_dog_food","","Concept for Life X-Large Puppy & Junior 6kg","https://www.zooplus.com/shop/dogs/dry_dog_food/concept_for_life/concept_for_life_xlarge/650696?activeVariant=650696.5","https://media.zooplus.com/bilder/5/400/concept_for_life_hund_hundefutter_trocken_x_large_puppy_junior_1_5kg_5.jpg","Concept for Life X-Large Puppy & Junior","","","Concept for Life X-Large Puppy & Junior is specially developed to optimally support the special needs of puppies and junior dogs of very large breeds (adult weight 45-100kg)."
"1757704885-1216","https://www.zooplus.com/shop/dogs/dry_dog_food","","Wolf of Wilderness ""Ebony Twilight"" - Wild Boar & Buffalo - Grain-free Economy Pack: 2 x 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/206814/1665017?activeVariant=1665017.1","","Wolf of Wilderness ""Ebony Twilight"" - Wild Boar & Buffalo - Grain-free","","","Grain-free complete dry dog food made only with meat protein - fresh pork with wild boar and buffalo. Refined with roots and wild herbs. Suitable for dogs with grain intolerance. No artificial additives."
"1757704888-1217","https://www.zooplus.com/shop/dogs/dry_dog_food","","Wolf of Wilderness ""Ebony Twilight"" - Wild Boar & Buffalo - Grain-free 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/206814/1665017?activeVariant=1665017.2","","Wolf of Wilderness ""Ebony Twilight"" - Wild Boar & Buffalo - Grain-free","","","Grain-free complete dry dog food made only with meat protein - fresh pork with wild boar and buffalo. Refined with roots and wild herbs. Suitable for dogs with grain intolerance. No artificial additives."
"1757704890-1218","https://www.zooplus.com/shop/dogs/dry_dog_food","","Josera Nature Energetic Economy Pack: 2 x 12.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/josera/631993?activeVariant=631993.5","","Josera Nature Energetic","","","Grain-free, energy-rich dry food for sporty and active dogs, with highly-digestible poultry, sweet potato, green-lipped mussel and L-carnitine, as well as vitamin E and taurine."
"1757704893-1219","https://www.zooplus.com/shop/dogs/dry_dog_food","","Doggy Dog Sensitive with Lamb 10kg","https://www.zooplus.com/shop/dogs/dry_dog_food/doggy_dog/2157448?activeVariant=2157448.2","","Doggy Dog Sensitive with Lamb","","","Complete and grain-free dry food for nutritionally sensitive dogs. With lamb as an easy to digest protein source and lots of fresh poultry. The recipe also contains essential fatty acids from salmon oil."
"1757704895-1220","https://www.zooplus.com/shop/dogs/dry_dog_food","","Nature's Variety No Grain Mini Adult Free-Range Chicken 7kg","https://www.zooplus.com/shop/dogs/dry_dog_food/naturesvariety/original_nograin/1584221?activeVariant=1584221.3","","Nature's Variety No Grain Mini Adult Free-Range Chicken","","","Balanced dry food for adult dogs of small breeds (<10kg), prepared with free-range chicken, contains sweet potatoes, vegetables and fruits, in a recipe free from troublesome grains."
"1757704897-1221","https://www.zooplus.com/shop/dogs/dry_dog_food","","Royal Canin Medium Sterilised 3kg","https://www.zooplus.com/shop/dogs/dry_dog_food/royal_canin_care_nutrition/296052?activeVariant=296052.10","https://media.zooplus.com/bilder/8/400/94110_pla_royalcanin_ccn_medium_sterilised_8.jpg","Royal Canin Medium Sterilised","","","Dry food for adult, neutered dogs of medium-sized breeds (11-25 kg), special recipe supports the ideal weight with adjusted protein and fat content, high-quality nutrients and fibre."
"1757704899-1222","https://www.zooplus.com/shop/dogs/dry_dog_food","","bosch Organic Senior Dry Dog Food 11.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/bosch/bosch_organic/140578?activeVariant=140578.3","https://media.zooplus.com/bilder/0/400/83827_pla_bosch_bio_senior_hundefutter_11_5kg_0.jpg","bosch Organic Senior Dry Dog Food","","","Balanced dry food for senior dogs of all breeds over the age of 7 years, with an improved organic recipe including 35% fresh organic chicken, organic cranberries and organic herbs."
"1757704902-1223","https://www.zooplus.com/shop/dogs/dry_dog_food","","Royal Canin Mini Exigent 3kg","https://www.zooplus.com/shop/dogs/dry_dog_food/royal_canin_care_nutrition/262130?activeVariant=262130.7","https://media.zooplus.com/bilder/1/400/94114_pla_royalcanin_ccn_mini_exigent_1.jpg","Royal Canin Mini Exigent","","","Special dry dog food for fussy adult dogs of small breeds (up to 10kg), high level of acceptance thanks to special kibble, with high-quality & active nutrients as well as vitamins & minerals."
"1757704904-1224","https://www.zooplus.com/shop/dogs/dry_dog_food","","Belcando Finest Croc 12.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/belcando/adult/910649?activeVariant=910649.0","","Belcando Finest Croc","","","Premium kibble for fussy adult dogs, with a delicious gravy, grapeseed meal and a range of functional ingredients, free from wheat & enriched with ProVital for immune system strength."
"1757704907-1225","https://www.zooplus.com/shop/dogs/dry_dog_food","","Happy Dog Supreme fit & vital Adult Light 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/happy_dog/fit_vital/945564?activeVariant=945564.1","","Happy Dog Supreme fit & vital Adult Light","","","A low-fat dry food for adult dogs 11kg+, with 40% less fat, high in fibre and rich in high-quality animal protein, in a recipe free from wheat and added sugar. Previously: Fit & Well Light."
"1757704909-1226","https://www.zooplus.com/shop/dogs/dry_dog_food","","Primal Spirit 70% Wild Waters Dry Dog Food 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/primal/998522?activeVariant=998522.0","","Primal Spirit 70% Wild Waters Dry Dog Food","","","High-quality complete food for adult dogs, made with fresh fish and rice in a gluten-free recipe offering natural sources of vitamins and minerals, with no added chemicals."
"1757704912-1227","https://www.zooplus.com/shop/dogs/dry_dog_food","","Hill's Science Plan Adult 1+ Perfect Digestion Small & Mini with Chicken 3kg","https://www.zooplus.com/shop/dogs/dry_dog_food/hills_science_plan/adult/1093113?activeVariant=1093113.0","","Hill's Science Plan Adult 1+ Perfect Digestion Small & Mini with Chicken","","","A delicious complete diet for small dogs (<10kg) with chicken and rice. Added prebiotic fibres support healthy digestion and bowel movements. Made with high quality proteins and added antioxidants."
"1757704914-1228","https://www.zooplus.com/shop/dogs/dry_dog_food","","Eukanuba Grain Free Large Breed Adult – Chicken 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/eukanuba/eukanuba_adult_large/1387443?activeVariant=1387443.1","","Eukanuba Grain Free Large Breed Adult – Chicken","","","Complete food for large and extra-large breed adult dogs aged 1-7 years, with a low-allergen recipe free from grains and rich in chicken, with omega-3 and –6 fatty acids and key vitamins."
"1757704917-1229","https://www.zooplus.com/shop/dogs/dry_dog_food","","Carnilove True Fresh Turkey Adult 11.4 kg","https://www.zooplus.com/shop/dogs/dry_dog_food/carnilove/1949248?activeVariant=1949248.0","","Carnilove True Fresh Turkey Adult","","","Grain-free dry food for dogs, with lots of fresh meat, rich in essential omega 3 fatty acids & fibre for optimal digestion, without potatoes & animal meal, highly digestible"
"1757704919-1230","https://www.zooplus.com/shop/dogs/dry_dog_food","","Farmina N&D Ocean healthy grains Cod & Orange Adult Mini 2.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/farmina/ocean/1949791?activeVariant=1949791.0","","Farmina N&D Ocean healthy grains Cod & Orange Adult Mini","","","Wholesome dry food for fully grown small breed dogs, with cod, oranges, oats and spelt, without genetically engineered ingredients or artificial preservatives, high in animal proteins"
"1757704922-1231","https://www.zooplus.com/shop/dogs/dry_dog_food","","Josera Kids 12.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/josera/128495?activeVariant=128495.7","https://media.zooplus.com/bilder/7/400/404597_pla_hund_josera_daily_kids_12_5kg_hs_01_7.jpg","Josera Kids","","","Puppy food for medium and large breeds from 8 weeks old, helping to promote healthy growth, skeletal development and strong bones, as well as heart function, with a moderate energy content."
"1757704924-1232","https://www.zooplus.com/shop/dogs/dry_dog_food","","Wolf of Wilderness ""Explore The Mighty Summit"" - Performance 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/wow_explore_dry_dog_food/1090252?activeVariant=1090252.2","https://media.zooplus.com/bilder/4/400/wow_performance_front_12kg_1000x1000_4.jpg","Wolf of Wilderness ""Explore The Mighty Summit"" - Performance","","","High energy dry food for dogs, made with lots of fresh meat, enriched with protein, fat, taurine and L-carnitine, for dogs that need plenty of stamina. This kibble is grain-free, with no additives."
"1757704927-1233","https://www.zooplus.com/shop/dogs/dry_dog_food","","Wolf of Wilderness Soft ""Rocky Spires"" - Chicken with Guinea Fowl 1kg","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/semi_moist/1238245?activeVariant=1238245.0","","Wolf of Wilderness Soft ""Rocky Spires"" - Chicken with Guinea Fowl","","","Complete semi-moist dry dog food with natural meat juices for a softer consistency. The kibble is made with lots of fresh chicken from premium free-range farming and guinea fowl protein. 100% grain-free."
"1757704929-1234","https://www.zooplus.com/shop/dogs/dry_dog_food","","Eukanuba Senior Small & Medium Breed Grain-Free - Ocean Fish Economy Pack: 2 x 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/eukanuba/senior/2155602?activeVariant=2155602.0","","Eukanuba Senior Small & Medium Breed Grain-Free - Ocean Fish","","","Low-allergen dry food for older dogs of small and medium-sized breeds (<25kg) aged 7 years and over, with ocean fish and sweet potatoes, contains prebiotics and glucosamine, with DentaDefense."
"1757704931-1235","https://www.zooplus.com/shop/dogs/dry_dog_food","","Eukanuba Senior Small & Medium Breed Grain-Free - Ocean Fish 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/eukanuba/senior/2155602?activeVariant=2155602.1","","Eukanuba Senior Small & Medium Breed Grain-Free - Ocean Fish","","","Low-allergen dry food for older dogs of small and medium-sized breeds (<25kg) aged 7 years and over, with ocean fish and sweet potatoes, contains prebiotics and glucosamine, with DentaDefense."
"1757704934-1236","https://www.zooplus.com/shop/dogs/dry_dog_food","","Perfect Fit Junior <1 Small Dogs (<10kg) 6kg","https://www.zooplus.com/shop/dogs/dry_dog_food/perfect_fit/junior/1391608?activeVariant=1391608.0","","Perfect Fit Junior <1 Small Dogs (<10kg)","","","Dry food for small breed puppies under 10kg, rich in chicken as a source of high-quality protein, helping to support optimum growth with size-tailored kibble ideal for smaller jaws."
"1757704936-1237","https://www.zooplus.com/shop/dogs/dry_dog_food","","Brit Care Dog Grain-free Sensitive Game & Potato 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/brit/brit_care/1948980?activeVariant=1948980.0","","Brit Care Dog Grain-free Sensitive Game & Potato","","","Grain-free dry food for nutritionally sensitive dogs, single animal protein, with omega 3 fatty acids for skin and fur, digestion support, enriched with plant-based extras & coconut oil"
"1757704942-1238","https://www.zooplus.com/shop/dogs/dry_dog_food","","Purina Friskies Junior with Chicken and Vegetables 7kg","https://www.zooplus.com/shop/dogs/dry_dog_food/friskies/1584060?activeVariant=1584060.3","","Purina Friskies Junior with Chicken and Vegetables","","","Balanced dry food for puppies from 6 weeks, with chicken, vegetables & whole grains, rich in vitamins, minerals & omega fatty acids, ideal for supporting healthy growth"
"1757704944-1239","https://www.zooplus.com/shop/dogs/dry_dog_food","","Wolf of Wilderness Soft ""Silvery Lakes"" - Free-Range Chicken with Duck 1kg","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/semi_moist/1237280?activeVariant=1237280.0","","Wolf of Wilderness Soft ""Silvery Lakes"" - Free-Range Chicken with Duck","","","100% grain-free semi-moist dry dog food with lots of fresh chicken meat from premium free-range farming and tasty duck protein, The kibble is made with natural meat juices for a softer consistency."
"1757704947-1240","https://www.zooplus.com/shop/dogs/dry_dog_food","","Josera MiniJunior Economy Pack: 5 x 900g","https://www.zooplus.com/shop/dogs/dry_dog_food/josera/632072?activeVariant=632072.4","","Josera MiniJunior","","","Gluten-free, highly digestible dry food for small breed puppies from 3 weeks of age, with duck and salmon to promote the development of healthy brain and muscles as well as combatting plaque build up."
"1757704949-1241","https://www.zooplus.com/shop/dogs/dry_dog_food","","Alpha Spirit The Only One Multi-Protein Economy Pack: 2 x 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/alpha_spirit/grain_free/618336?activeVariant=618336.4","https://media.zooplus.com/bilder/0/400/72620_pla_as_multiprotein_12kg_0.jpg","Alpha Spirit The Only One Multi-Protein","","","A meat-rich complete dry food with fruits, vegetables and herbs in a grain-free highly digestible recipe, made using patented Tenderize Technology for highest nutritional value and protein content."
"1757704952-1242","https://www.zooplus.com/shop/dogs/dry_dog_food","","Concept for Life Mini Senior Economy Pack: 2 x 3kg","https://www.zooplus.com/shop/dogs/dry_dog_food/concept_for_life/concept_for_life_mini/561529?activeVariant=561529.5","https://media.zooplus.com/bilder/2/400/66869_pla_concept_for_life_mini_senior_1_5kg_2.jpg","Concept for Life Mini Senior","","","Adapted to the nutritional needs of small breed senior dogs aged 8 years and over, this high premium, complete dry dog food promotes your older dog's vitality and supports healthy teeth and gums."
"1757704954-1243","https://www.zooplus.com/shop/dogs/dry_dog_food","","Taste of the Wild - Wetlands Canine 12.2kg","https://www.zooplus.com/shop/dogs/dry_dog_food/taste_of_the_wild/231826?activeVariant=231826.8","https://media.zooplus.com/bilder/9/400/113410_pla_nidfrance_tasteofthewild_wetlands_12_2kg_hs_01_9.jpg","Taste of the Wild - Wetlands Canine","","","Grain-free dog food with duck, turkey and quail, enriched with fruits and vegetables in a recipe based on natural nutrition, excellent flavour and suitable for all breeds and sizes. Made in the USA"
"1757704957-1244","https://www.zooplus.com/shop/dogs/dry_dog_food","","Belcando Adult Lamb & Rice 12.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/belcando/adult/681728?activeVariant=681728.4","https://media.zooplus.com/bilder/7/400/113614_pla_bewital_belcando_adult_lamb_rice_12_5kg_hs_01_7.jpg","Belcando Adult Lamb & Rice","","","Premium dry food for nutritionally-sensitive adult dogs, rich in lamb meat and with easy to digest rice, with no wheat and enriched with grapeseed meal, chia seeds and other functional ingredients."
"1757704959-1245","https://www.zooplus.com/shop/dogs/dry_dog_food","","Royal Canin Boxer Puppy 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/royal_canin_breed/boxer/209338?activeVariant=209338.9","https://media.zooplus.com/bilder/7/400/84598_pla_royalcanin_puppyhund_boxer_7.jpg","Royal Canin Boxer Puppy","","","Dry dog food for growing Boxer puppies up to the age of 15 months, with a tailored kibble shape and highly digestible proteins for optimum digestion and enriched with nutrients and antioxidants."
"1757704961-1246","https://www.zooplus.com/shop/dogs/dry_dog_food","","Nature's Variety No Grain Mini Adult Free-Range Chicken 1.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/naturesvariety/original_nograin/1584221?activeVariant=1584221.1","","Nature's Variety No Grain Mini Adult Free-Range Chicken","","","Balanced dry food for adult dogs of small breeds (<10kg), prepared with free-range chicken, contains sweet potatoes, vegetables and fruits, in a recipe free from troublesome grains."
"1757704964-1247","https://www.zooplus.com/shop/dogs/dry_dog_food","","Royal Canin Care Nutrition Medium Dental Care 10kg","https://www.zooplus.com/shop/dogs/dry_dog_food/royal_canin_care_nutrition/961784?activeVariant=961784.1","","Royal Canin Care Nutrition Medium Dental Care","","","Complete dry food for medium adult dogs (11-25kg), helping to support dental health and with a special kibble texture to encourage dental cleaning, with active nutrients."
"1757704966-1248","https://www.zooplus.com/shop/dogs/dry_dog_food","","Rocco Mealtime - Lamb 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/rocco/rocco_mealtime/873707?activeVariant=873707.0","","Rocco Mealtime - Lamb","","","Premium dry dog food for meat lovers! Hearty, grain-free recipe with fresh lamb and tasty vegetables. Highly digestible, with at least 70% animal ingredients, and holistically balanced."
"1757704968-1249","https://www.zooplus.com/shop/dogs/dry_dog_food","","bosch Adult Salmon & Potato 1kg","https://www.zooplus.com/shop/dogs/dry_dog_food/bosch/bosch_adult/572065?activeVariant=572065.2","https://media.zooplus.com/bilder/3/400/603216_pla_bosch_adult_lachs_kartoffel_1kg_hs_02_01_3.jpg","bosch Adult Salmon & Potato","","","Wheat-free dry dog food with 14% salmon and other premium-quality sources of protein, with an immune complex with ß-glucans and mannans, plus fatty acids, colostrum and green-lipped mussel extract."
"1757704971-1250","https://www.zooplus.com/shop/dogs/dry_dog_food","","Taste of the Wild - Wetlands Canine Economy Pack: 2 x 12.2kg","https://www.zooplus.com/shop/dogs/dry_dog_food/taste_of_the_wild/231826?activeVariant=231826.9","https://media.zooplus.com/bilder/9/400/113410_pla_nidfrance_tasteofthewild_wetlands_12_2kg_hs_01_9.jpg","Taste of the Wild - Wetlands Canine","","","Grain-free dog food with duck, turkey and quail, enriched with fruits and vegetables in a recipe based on natural nutrition, excellent flavour and suitable for all breeds and sizes. Made in the USA"
"1757704973-1251","https://www.zooplus.com/shop/dogs/dry_dog_food","","Happy Dog Supreme fit & vital Sport 14kg","https://www.zooplus.com/shop/dogs/dry_dog_food/happy_dog/fit_vital/945583?activeVariant=945583.1","","Happy Dog Supreme fit & vital Sport","","","Energy-rich dry food for working dogs & highly active adult dogs. Made with easily digestible protein, wheat-free recipe, enriched with New Zealand mussels & L-carnitine. Previously: Fit & Well Sport"
"1757704976-1252","https://www.zooplus.com/shop/dogs/dry_dog_food","","Advance Veterinary Diets Urinary Low Purine 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/advance_vet_diets/1333167?activeVariant=1333167.0","","Advance Veterinary Diets Urinary Low Purine","","","Dietetic dry food for adult dogs, can help support reduction of urate and cystine stone build-up, with a moderate protein content and reduced phosphorus levels, enriched with omega-3 and –6, zinc and biotin."
"1757704978-1253","https://www.zooplus.com/shop/dogs/dry_dog_food","","Alpha Spirit The Only One Multi-Protein 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/alpha_spirit/grain_free/618336?activeVariant=618336.3","https://media.zooplus.com/bilder/0/400/72620_pla_as_multiprotein_12kg_0.jpg","Alpha Spirit The Only One Multi-Protein","","","A meat-rich complete dry food with fruits, vegetables and herbs in a grain-free highly digestible recipe, made using patented Tenderize Technology for highest nutritional value and protein content."
"1757704981-1254","https://www.zooplus.com/shop/dogs/dry_dog_food","","Alpha Spirit Multi-Protein Dog Food 9kg","https://www.zooplus.com/shop/dogs/dry_dog_food/alpha_spirit/grain_free/571911?activeVariant=571911.3","https://media.zooplus.com/bilder/0/400/68448_pla_alpha_spiritdog_semimoist_9kg_0.jpg","Alpha Spirit Multi-Protein Dog Food","","","Semi-moist food for adult dogs. Grain-free recipe with fresh meat and fish, for high levels of acceptance. Handily packaged in individual portions to maintain the food's moist consistency."
"1757704983-1255","https://www.zooplus.com/shop/dogs/dry_dog_food","","Happy Dog Supreme fit & vital Sport Economy Pack: 2 x 14kg","https://www.zooplus.com/shop/dogs/dry_dog_food/happy_dog/fit_vital/945583?activeVariant=945583.0","","Happy Dog Supreme fit & vital Sport","","","Energy-rich dry food for working dogs & highly active adult dogs. Made with easily digestible protein, wheat-free recipe, enriched with New Zealand mussels & L-carnitine. Previously: Fit & Well Sport"
"1757704986-1256","https://www.zooplus.com/shop/dogs/dry_dog_food","","Happy Dog Supreme Toscana 12.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/happy_dog/supreme/128453?activeVariant=128453.3","https://media.zooplus.com/bilder/7/400/21768_21769_pla_happy_dog_supreme_sensible_toscana_hs_1_1_7.jpg","Happy Dog Supreme Toscana","","","Premium dry food for adult dogs with normal energy requirements. Select Mediterranean herbs & polyphenolic substances from red wine grapes with salmon & duck. Moderate fat content."
"1757704988-1257","https://www.zooplus.com/shop/dogs/dry_dog_food","","alpha spirit The Only One 7 Days Economy package: 2 x 12 kg","https://www.zooplus.com/shop/dogs/dry_dog_food/alpha_spirit/1583218?activeVariant=1583218.0","","alpha spirit The Only One 7 Days","","","High-quality dry food for adult dogs, balanced 7-day formula, with 100% fresh meat & fish & natural ingredients, grain-free, high acceptance & digestibility, cold-pressed"
"1757704990-1258","https://www.zooplus.com/shop/dogs/dry_dog_food","","Pedigree Adult with Fish & Vegetables Economy Pack: 2 x 7kg","https://www.zooplus.com/shop/dogs/dry_dog_food/pedigree/pedigree_adult/1976205?activeVariant=1976205.0","","Pedigree Adult with Fish & Vegetables","","","Complete dry food for adult dogs, with a specially shaped kibble for cleaning teeth, without artificial colours or flavourings, enriched with vitamin B and zinc for a shiny coat and soft skin."
"1757704993-1259","https://www.zooplus.com/shop/dogs/dry_dog_food","","Farmina N&D Pumpkin Adult Mini with lamb and blueberries Economy Pack: 2 x 7kg","https://www.zooplus.com/shop/dogs/dry_dog_food/farmina/pumpkin/1949843?activeVariant=1949843.0","","Farmina N&D Pumpkin Adult Mini with lamb and blueberries","","","High-quality dry food for fully grown small breed dogs, with lamb, squash and blueberries, very tasty, grain-free and artificial preservatives, lots of animal protein"
"1757704995-1260","https://www.zooplus.com/shop/dogs/dry_dog_food","","Forza 10 Medium Diet with Fish 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/forza10/forza_10_diet/145310?activeVariant=145310.4","https://media.zooplus.com/bilder/6/400/55391_pla_forza10_diet_dog_hs_01_6.jpg","Forza 10 Medium Diet with Fish","","","Forza 10 Medium Diet Dog Food with Fish for especially sensitive dogs of middle-sized breeds, reduces food intolerances and allergies, with Ginseng root and pineapple stem."
"1757704997-1261","https://www.zooplus.com/shop/dogs/dry_dog_food","","bosch Soft Duck & Potato HPC  Dry Dog Food 2.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/bosch/bosch_adult/413778?activeVariant=413778.1","https://media.zooplus.com/bilder/0/400/62399_pla_bosch_softadult_entekartoffel_2_5kg_0_0.jpg","bosch Soft Duck & Potato HPC  Dry Dog Food","","","Balanced semi-moist, single protein dog food, for dogs with food intolerances. Grain-free, with carbohydrate from potato. Soft kibble."
"1757705000-1262","https://www.zooplus.com/shop/dogs/dry_dog_food","","Optimanova Large Adult Chicken & Rice 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/optimanova/adult/460592?activeVariant=460592.0","https://media.zooplus.com/bilder/6/400/64373_PLA_Visan_Optimanova_Adult_Large_Chicken_Rice_6.jpg","Optimanova Large Adult Chicken & Rice","","","Premium single-protein complete dry food for adult large breed dogs, which helps to support the heart, joints and bones. 65% meat, including 35% fresh meat with FOS & MOS."
"1757705002-1263","https://www.zooplus.com/shop/dogs/dry_dog_food","","Optimanova Adult Sensitive Salmon & Potato 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/optimanova/special_care/460595?activeVariant=460595.1","https://media.zooplus.com/bilder/6/400/64376_PLA_Visan_Optimanova_Adult_Sensitive_Salmon_Potatoe_6.jpg","Optimanova Adult Sensitive Salmon & Potato","","","Single protein, premium dry food for adult dogs with sensitive digestion, skin or coat, with 70% fish, high in Omega-3, Omega-6 and zinc, with prebiotic FOS and MOS. Grain free"
"1757705004-1264","https://www.zooplus.com/shop/dogs/dry_dog_food","","Applaws Senior - Chicken Economy Pack: 2 x 7.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/applaws_dry_dog_food/354524?activeVariant=354524.4","https://media.zooplus.com/bilder/2/400/65304_pla_applawsallbreedseniorchicken_7_5kg_2.jpg","Applaws Senior - Chicken","","","Balanced dry food for all breeds of senior dog, grain-free and hypoallergenic, easy to digest and with plenty of meat, enriched with nutrient-rich vegetables and refined with herbs, with probiotics."
"1757705007-1265","https://www.zooplus.com/shop/dogs/dry_dog_food","","bosch Soft Senior Goat & Potato HPC Dog Food Economy Pack: 3 x 2.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/bosch/bosch_senior/506307?activeVariant=506307.1","https://media.zooplus.com/bilder/4/400/66913_pla_hpc_softsenior_ziegekartoffel_2_5kg_2_4.jpg","bosch Soft Senior Goat & Potato HPC Dog Food","","","Balanced semi-moist food for overweight or elderly dogs over 7 years old. Soft, grain-free kibble with 20% goat meat as the single source of animal protein, plus highly-digestible potato."
