web-scraper-order,web-scraper-start-url,pagination-selector,data-page-selector,data-page-selector-href,image-0-src,text-1,text-2,text-3,text-4
"1757705009-1266","https://www.zooplus.com/shop/dogs/dry_dog_food","","Almo Nature Holistic Small Adult Dog – Beef & Rice 2kg","https://www.zooplus.com/shop/dogs/dry_dog_food/almo_nature_holistic/small/536525?activeVariant=536525.0","","Almo Nature Holistic Small Adult Dog – Beef & Rice","","","Balanced dry food for smaller breeds of adult dogs. Rich in freshly cooked beef and rice, this food tastes delicious and is well-accepted. Suitable for dogs with allergies or intolerances!"
"1757705012-1267","https://www.zooplus.com/shop/dogs/dry_dog_food","","Almo Nature Holistic Medium Adult Dog - Beef & Rice Economy Pack: 2 x 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/almo_nature_holistic/medium/536635?activeVariant=536635.1","https://media.zooplus.com/bilder/6/400/68015_pla_almo_nature_holistic_adult_rind_reis_medium_746_12kg_dog_6.jpg","Almo Nature Holistic Medium Adult Dog - Beef & Rice","","","Complete dry food for medium breeds of adult dogs. Rich in freshly cooked beef and rice, this food tastes delicious and is well-accepted. Suitable for dogs with allergies or intolerances!"
"1757705014-1268","https://www.zooplus.com/shop/dogs/dry_dog_food","","Almo Nature Holistic Large Adult Dog – Beef & Rice 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/almo_nature_holistic/large/536566?activeVariant=536566.0","","Almo Nature Holistic Large Adult Dog – Beef & Rice","","","Natural dry food for large breeds of adult dogs. Rich in freshly cooked beef and rice, this food tastes delicious and is well-accepted. Offers support to your dog's joints and bones!"
"1757705017-1269","https://www.zooplus.com/shop/dogs/dry_dog_food","","Almo Nature Holistic Large Adult Dog – Beef & Rice Economy Pack: 2 x 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/almo_nature_holistic/large/536566?activeVariant=536566.1","","Almo Nature Holistic Large Adult Dog – Beef & Rice","","","Natural dry food for large breeds of adult dogs. Rich in freshly cooked beef and rice, this food tastes delicious and is well-accepted. Offers support to your dog's joints and bones!"
"1757705019-1270","https://www.zooplus.com/shop/dogs/dry_dog_food","","Simpsons Premium Dry Dog Food Economy Packs 2 x 12kg Sensitive Adult Chicken & Potato","https://www.zooplus.com/shop/dogs/dry_dog_food/simpsons_premium/227965/538272?activeVariant=538272.1","https://media.zooplus.com/bilder/4/400/58571_pla_simpsonssensitive_huhn_12kg_4.jpg","Simpsons Premium Dry Dog Food Economy Packs 2 x 12kg","","","Simpsons Premium dry dog food contains top quality ingredients and is hypoallergenic, and gluten-, dairy- and soya-free. Now in a handy economy pack!"
"1757705021-1271","https://www.zooplus.com/shop/dogs/dry_dog_food","","Simpsons Premium Dry Dog Food Economy Packs 2 x 12kg 80/20 Mixed - Meat & Fish","https://www.zooplus.com/shop/dogs/dry_dog_food/simpsons_premium/227965/538272?activeVariant=538272.6","https://media.zooplus.com/bilder/5/400/58578_pla_simpsons_mixedmeatfish_12kg_5.jpg","Simpsons Premium Dry Dog Food Economy Packs 2 x 12kg","","","Simpsons Premium dry dog food contains top quality ingredients and is hypoallergenic, and gluten-, dairy- and soya-free. Now in a handy economy pack!"
"1757705024-1272","https://www.zooplus.com/shop/dogs/dry_dog_food","","Simpsons Premium Dry Dog Food Economy Packs 2 x 12kg Sensitive Adult Duck & Potato","https://www.zooplus.com/shop/dogs/dry_dog_food/simpsons_premium/227965/538272?activeVariant=538272.4","https://media.zooplus.com/bilder/7/400/58576_pla_simpsonpremium_duck_12kg_7.jpg","Simpsons Premium Dry Dog Food Economy Packs 2 x 12kg","","","Simpsons Premium dry dog food contains top quality ingredients and is hypoallergenic, and gluten-, dairy- and soya-free. Now in a handy economy pack!"
"1757705027-1273","https://www.zooplus.com/shop/dogs/dry_dog_food","","Simpsons Premium Sensitive Puppy Salmon & Potato Dry Dog Food Economy Pack: 2 x 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/simpsons_premium/sensitive/538326?activeVariant=538326.2","https://media.zooplus.com/bilder/8/400/58569_pla_simpsonspremium_puppy_12kg_8.jpg","Simpsons Premium Sensitive Puppy Salmon & Potato Dry Dog Food","","","Complete food for puppies and young dogs of all breeds, for dogs with sensitive digestion or skin, with a grain-free recipe containing 45% salmon, a source of prebiotics, glucosamine and chondroitin."
"1757705029-1274","https://www.zooplus.com/shop/dogs/dry_dog_food","","Taste of the Wild - Wetlands Canine 2kg","https://www.zooplus.com/shop/dogs/dry_dog_food/taste_of_the_wild/231826?activeVariant=231826.3","https://media.zooplus.com/bilder/0/400/113409_pla_tastofthewild_westland_0.jpg","Taste of the Wild - Wetlands Canine","","","Grain-free dog food with duck, turkey and quail, enriched with fruits and vegetables in a recipe based on natural nutrition, excellent flavour and suitable for all breeds and sizes. Made in the USA"
"1757705031-1275","https://www.zooplus.com/shop/dogs/dry_dog_food","","Almo Nature Holistic Medium Puppy - Chicken & Rice 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/almo_nature_holistic/medium/570114?activeVariant=570114.0","","Almo Nature Holistic Medium Puppy - Chicken & Rice","","","Easy to digest puppy food for medium-sized breeds, with fresh chicken and healthy rice, plus prebiotics. The natural, tasty recipe is designed to promote healthy growth."
"1757705034-1276","https://www.zooplus.com/shop/dogs/dry_dog_food","","bosch Adult Mini Lamb & Rice Dry Dog Food Economy Pack: 2 x 15kg","https://www.zooplus.com/shop/dogs/dry_dog_food/bosch/bosch_adult/128379?activeVariant=128379.6","https://media.zooplus.com/bilder/5/400/70027_pla_bosch_miniadult_l_r_15kg_8_5.jpg","bosch Adult Mini Lamb & Rice Dry Dog Food","","","Tasty, gluten-free dry food for small-breed adult dogs, with green-lipped mussel extract and at least 30% fresh poultry. Contains an immune complex with ß-glucans and mannans for stress resistance."
"1757705036-1277","https://www.zooplus.com/shop/dogs/dry_dog_food","","bosch Adult Mini Light Dry Dog Food 2.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/bosch/bosch_sensitive_light/317388?activeVariant=317388.2","https://media.zooplus.com/bilder/2/400/70128_pla_bosch_minilight_2_5kg_2.jpg","bosch Adult Mini Light Dry Dog Food","","","Reduced-energy dry food suitable for small dogs with a tendency to be overweight. With at least 25% fresh poultry and green-lipped mussel extract, plus an immune complex with ß-glucans and mannans."
"1757705039-1278","https://www.zooplus.com/shop/dogs/dry_dog_food","","bosch Adult Mini Light Dry Dog Food Economy Pack: 3 x 2.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/bosch/bosch_sensitive_light/317388?activeVariant=317388.3","https://media.zooplus.com/bilder/2/400/70128_pla_bosch_minilight_2_5kg_2.jpg","bosch Adult Mini Light Dry Dog Food","","","Reduced-energy dry food suitable for small dogs with a tendency to be overweight. With at least 25% fresh poultry and green-lipped mussel extract, plus an immune complex with ß-glucans and mannans."
"1757705041-1279","https://www.zooplus.com/shop/dogs/dry_dog_food","","bosch Junior Mini Dry Dog Food 15kg","https://www.zooplus.com/shop/dogs/dry_dog_food/bosch/bosch_puppy_junior/128390?activeVariant=128390.5","https://media.zooplus.com/bilder/9/400/70015_pla_bosch_minijunior_15kg_9.jpg","bosch Junior Mini Dry Dog Food","","","Gluten-free dog food for small-breed puppies, with 30% fresh poultry, colostrum and green-lipped mussel extract. Also contains an immune complex with ß-glucans and mannans for stress resistance."
"1757705043-1280","https://www.zooplus.com/shop/dogs/dry_dog_food","","Nutrivet Inne Senior Dry Dog Food 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/nutrivet/592662?activeVariant=592662.0","https://media.zooplus.com/bilder/3/400/71369_pla_nutrivet_inne_chiensenior_12kg_3.jpg","Nutrivet Inne Senior Dry Dog Food","","","Digestible dry food for senior dogs with 80% animal & 20% vegetable ingredients, protein-rich recipe without cereals, supports the immune system, healthy joints and a shiny coat."
"1757705046-1281","https://www.zooplus.com/shop/dogs/dry_dog_food","","Happy Dog Supreme Sensible Piedmont 10kg","https://www.zooplus.com/shop/dogs/dry_dog_food/happy_dog/supreme/644989?activeVariant=644989.0","","Happy Dog Supreme Sensible Piedmont","","","An irresistible grain-free dry dog food with Italian chestnuts, ideal for nutritionally sensitive medium and large breed dogs, with highly digestible duck, New Zealand mussels and free from potatoes."
"1757705048-1282","https://www.zooplus.com/shop/dogs/dry_dog_food","","Advance Veterinary Diets Senior Articular Care 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/advance_vet_diets/655427?activeVariant=655427.0","https://media.zooplus.com/bilder/3/400/70761_pla_advance_vet_diets_articular_care_senior_12kg_1000x1000_hs_06_3.jpg","Advance Veterinary Diets Senior Articular Care","","","Dietetic dry food for older dogs from 7 years and over, to support joint metabolism in osteoarthritis, high-quality proteins, rich in omega-3 fatty acids & EPA, appropriate vitamin E content."
"1757705051-1283","https://www.zooplus.com/shop/dogs/dry_dog_food","","Advance Veterinary Diets Senior Articular Care Economy Pack: 2 x 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/advance_vet_diets/655427?activeVariant=655427.1","https://media.zooplus.com/bilder/3/400/70761_pla_advance_vet_diets_articular_care_senior_12kg_1000x1000_hs_06_3.jpg","Advance Veterinary Diets Senior Articular Care","","","Dietetic dry food for older dogs from 7 years and over, to support joint metabolism in osteoarthritis, high-quality proteins, rich in omega-3 fatty acids & EPA, appropriate vitamin E content."
"1757705053-1284","https://www.zooplus.com/shop/dogs/dry_dog_food","","Virbac Vetcomplex HPM Canine Dermatology Support Economy Pack: 2 x 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/virbac_dog_food/656203?activeVariant=656203.1","https://media.zooplus.com/bilder/9/400/76328_pla_vibrac_dogdermatologysupport_12kg_9.jpg","Virbac Vetcomplex HPM Canine Dermatology Support","","","Dietary dry food for dogs to support skin and coat, rich in linoleic acid, with omega-3 and -6 fatty acids, vitamin E and A, high protein content, low-allergen formula, good tolerance."
"1757705055-1285","https://www.zooplus.com/shop/dogs/dry_dog_food","","Virbac Vetcomplex HPM Canine Kidney Support 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/virbac_dog_food/656310?activeVariant=656310.0","","Virbac Vetcomplex HPM Canine Kidney Support","","","Dietary dry food for adult and older dogs with chronic renal failure, reduced phosphorus & protein content, high energy density, with omega fatty acids and vitamin E, high acceptance."
"1757705058-1286","https://www.zooplus.com/shop/dogs/dry_dog_food","","Virbac Vetcomplex HPM Canine Joint & Mobility 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/virbac_dog_food/656312?activeVariant=656312.1","","Virbac Vetcomplex HPM Canine Joint & Mobility","","","Dietary dry food for dogs to support joint metabolism in osteoarthritis, high content of omega-3 & EPA, high in protein, low in calories, adequate vitamin E content, easy to digest."
"1757705060-1287","https://www.zooplus.com/shop/dogs/dry_dog_food","","Advance Veterinary Diets Atopic with Rabbit 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/advance_vet_diets/691703?activeVariant=691703.0","","Advance Veterinary Diets Atopic with Rabbit","","","Dry diet food for dogs, supports skin function in cases of dermatosis & excessive hair loss, with essential fatty acids & linoleic acid, selected source of protein & carbohydrates, with aloe vera"
"1757705063-1288","https://www.zooplus.com/shop/dogs/dry_dog_food","","bosch Organic Senior Dry Dog Food Economy Pack: 2 x 11.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/bosch/bosch_organic/140578?activeVariant=140578.4","https://media.zooplus.com/bilder/0/400/83827_pla_bosch_bio_senior_hundefutter_11_5kg_0.jpg","bosch Organic Senior Dry Dog Food","","","Balanced dry food for senior dogs of all breeds over the age of 7 years, with an improved organic recipe including 35% fresh organic chicken, organic cranberries and organic herbs."
"1757705065-1289","https://www.zooplus.com/shop/dogs/dry_dog_food","","Royal Canin Chihuahua Puppy Economy Pack: 3 x 1.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/royal_canin_breed/chihuahua/207884?activeVariant=207884.8","https://media.zooplus.com/bilder/9/400/84601_pla_royalcanin_puppyhund_chihuahua_9.jpg","Royal Canin Chihuahua Puppy","","","Wholesome dry dog food for growing Chihuahua puppies up to the age of 8 months, with selected nutrients for high acceptance and an antioxidant complex with vitamin E, in a tailored protein-rich kibble."
"1757705067-1290","https://www.zooplus.com/shop/dogs/dry_dog_food","","Royal Canin Rottweiler Puppy Economy Pack: 2 x 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/royal_canin_breed/rottweiler/209375?activeVariant=209375.10","https://media.zooplus.com/bilder/7/400/84600_pla_royalcanin_puppyhund_rottweiler_7.jpg","Royal Canin Rottweiler Puppy","","","Tailored dry dog food for Rottweiler puppies up to the age of 18 months, designed to support healthy bone and muscle development, with chondroitin and glucosamine to protect the joints."
"1757705070-1291","https://www.zooplus.com/shop/dogs/dry_dog_food","","Hill's Science Plan Puppy <1 Medium with Lamb & Rice 14kg","https://www.zooplus.com/shop/dogs/dry_dog_food/hills_science_plan/puppy_junior/128150?activeVariant=128150.9","https://media.zooplus.com/bilder/1/400/105944_pla_hill_s_scienceplan_puppy_medium_lamb_rice_14kg_hs_01_1.jpg","Hill's Science Plan Puppy <1 Medium with Lamb & Rice","","","Top quality dry food for medium breed puppies, with lamb and a balanced mineral content to help support strong bones and teeth as well as muscle growth, along with DHA in a delicious recipe."
"1757705072-1292","https://www.zooplus.com/shop/dogs/dry_dog_food","","Hill's Science Plan Puppy <1 Medium with Lamb & Rice Economy Pack: 2 x 14kg","https://www.zooplus.com/shop/dogs/dry_dog_food/hills_science_plan/puppy_junior/128150?activeVariant=128150.10","https://media.zooplus.com/bilder/1/400/105944_pla_hill_s_scienceplan_puppy_medium_lamb_rice_14kg_hs_01_1.jpg","Hill's Science Plan Puppy <1 Medium with Lamb & Rice","","","Top quality dry food for medium breed puppies, with lamb and a balanced mineral content to help support strong bones and teeth as well as muscle growth, along with DHA in a delicious recipe."
