web-scraper-order,web-scraper-start-url,category-link-0,category-link-0-href,pagination-selector,data-page-selector,data-page-selector-href,product_name-0,product_description-0,image-0-src,text-3,text-4
"1757697807-949","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Terra Canis Hypoallergenic 6 x 800g Kangaroo with Parsnip","https://www.zooplus.com/shop/dogs/canned_dog_food/terra_canis/hypo_menus/925292?activeVariant=925292.0","Terra Canis Hypoallergenic 6 x 800g","Complete hypoallergenic food for adult dogs containing high quality lean meat from exotic sources (kangaroo or ostrich), with 100% food-grade ingredients, free from grains and lactose.","","",""
"1757697810-950","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Terra Canis Grain-Free 12 x 200g Mixed Pack: 3 Flavours","https://www.zooplus.com/shop/dogs/canned_dog_food/terra_canis/terra_canis_grainfree/963119?activeVariant=963119.0","Terra Canis Grain-Free 12 x 200g","Grain and lactose-free dog food, made in Germany, 100% food-grade quality, min. 60% meat, gently steam cooked, balanced recipe, various tasty flavours","","",""
"1757697812-951","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","RINTI Adult Mixed Trial Pack 12 x 800g Mixed Pack I","https://www.zooplus.com/shop/dogs/canned_dog_food/rinti/rinti_cans/464219?activeVariant=464219.2","RINTI Adult Mixed Trial Pack 12 x 800g","Premium dog food with pure meat, free from grain and soya, various different flavours, with flaxseed oil and beet pulp, with natural chunks of meat. Try the great value mixed trial pack now!","","",""
"1757697815-952","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","RINTI Adult Mixed Trial Pack 12 x 800g Mixed Pack II","https://www.zooplus.com/shop/dogs/canned_dog_food/rinti/rinti_cans/464219?activeVariant=464219.3","RINTI Adult Mixed Trial Pack 12 x 800g","Premium dog food with pure meat, free from grain and soya, various different flavours, with flaxseed oil and beet pulp, with natural chunks of meat. Try the great value mixed trial pack now!","","",""
"1757697817-953","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Wolf of Wilderness Adult ""The Taste of"" 6 x 800g The Taste of the Savanna - Turkey, Beef, Goat","https://www.zooplus.com/shop/dogs/canned_dog_food/wolf_of_wilderness/wow_thetasteof_wet_dog_food/699347?activeVariant=699347.4","Wolf of Wilderness Adult ""The Taste of"" 6 x 800g","Grain-free wet dog food rich in fresh meat & offal for a species-appropriate diet based on the wild wolf's natural eating habits in Canada, Scandinavia, the Mediterranean, the Outback and the Savanna.","https://media.zooplus.com/bilder/8/400/wow_800g_tasteof_savanna_front_1000x1000_8.jpg","",""
"1757697819-954","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Wolf of Wilderness ""The Taste of"" Saver Pack 24 x 800g The Taste of the Savanna - Turkey, Beef, Goat","https://www.zooplus.com/shop/dogs/canned_dog_food/wolf_of_wilderness/206792/790638?activeVariant=790638.4","Wolf of Wilderness ""The Taste of"" Saver Pack 24 x 800g","Wolf of Wilderness ""The Taste of"" wet dog food is based on the wolf's natural diet and inspired by typical regional prey foods. It is grain-free and meat-rich with lots of fresh meat and offal.","https://media.zooplus.com/bilder/8/400/wow_800g_tasteof_savanna_front_1000x1000_8.jpg","",""
"1757697822-955","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Wolf of Wilderness ""The Taste of"" Saver Pack 24 x 800g The Taste of the Outback - Chicken, Beef, Kangaroo","https://www.zooplus.com/shop/dogs/canned_dog_food/wolf_of_wilderness/206792/790638?activeVariant=790638.5","Wolf of Wilderness ""The Taste of"" Saver Pack 24 x 800g","Wolf of Wilderness ""The Taste of"" wet dog food is based on the wolf's natural diet and inspired by typical regional prey foods. It is grain-free and meat-rich with lots of fresh meat and offal.","https://media.zooplus.com/bilder/6/400/wow_800g_tasteof_outback_front_1000x1000_6.jpg","",""
"1757697824-956","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","animonda GranCarno Superfoods Adult 6 x 400g Chicken, Spinach, Raspberries & Pumpkin Seeds","https://www.zooplus.com/shop/dogs/canned_dog_food/animonda/superfoods/991738?activeVariant=991738.0","animonda GranCarno Superfoods Adult 6 x 400g","High-quality wet food for adult dogs (1-6 years), fresh meat, enriched with ‘superfoods’, nutritious and balanced, single animal protein, grain- and gluten-free, from Germany","","",""
"1757697827-957","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","animonda GranCarno Superfoods Adult 6 x 400g Beef, Beetroot, Blackberries & Dandelion","https://www.zooplus.com/shop/dogs/canned_dog_food/animonda/superfoods/991738?activeVariant=991738.1","animonda GranCarno Superfoods Adult 6 x 400g","High-quality wet food for adult dogs (1-6 years), fresh meat, enriched with ‘superfoods’, nutritious and balanced, single animal protein, grain- and gluten-free, from Germany","","",""
"1757697829-958","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","animonda GranCarno Superfoods Adult 6 x 800g Beef, Beetroot, Blackberries & Dandelion","https://www.zooplus.com/shop/dogs/canned_dog_food/animonda/superfoods/991687?activeVariant=991687.1","animonda GranCarno Superfoods Adult 6 x 800g","Complete wet food for adult dogs (1-6 years), with fresh meat in high quality, Single Animal Protein, prepared with ""Superfoods"" rich in vital substances, cereal-free, from Germany","","",""
"1757697831-959","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","animonda GranCarno Adult Single Protein 6 x 800g Pure Chicken","https://www.zooplus.com/shop/dogs/canned_dog_food/animonda/single_protein/991699?activeVariant=991699.1","animonda GranCarno Adult Single Protein 6 x 800g","Single-Animal-Protein food for adult dogs (1-6 years), only one type of meat, 100% fresh ingredients, cereal- and gluten-free, no sugar, complete recipe, made in Germany","","",""
"1757697834-960","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","animonda GranCarno Adult Single Protein Saver Pack 24 x 400g Pure Chicken","https://www.zooplus.com/shop/dogs/canned_dog_food/animonda/single_protein/991743?activeVariant=991743.2","animonda GranCarno Adult Single Protein Saver Pack 24 x 400g","Grain- and gluten-free wet food for dogs (1-6 years), prepared with lots of fresh meat, single animal protein, no sugar or soya, made in Germany. Buy now and save!","","",""
"1757697836-961","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","animonda GranCarno Adult Single Protein 6 x 400g Pure Beef","https://www.zooplus.com/shop/dogs/canned_dog_food/animonda/single_protein/991742?activeVariant=991742.1","animonda GranCarno Adult Single Protein 6 x 400g","Grain-free complete food for adult dogs (1-6 years), 100% fresh, meaty ingredients, only one animal protein source, without sugar and soya, balanced and complete, from Germany","","",""
"1757697839-962","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","animonda GranCarno Adult Single Protein 6 x 800g Pure Beef","https://www.zooplus.com/shop/dogs/canned_dog_food/animonda/single_protein/991699?activeVariant=991699.2","animonda GranCarno Adult Single Protein 6 x 800g","Single-Animal-Protein food for adult dogs (1-6 years), only one type of meat, 100% fresh ingredients, cereal- and gluten-free, no sugar, complete recipe, made in Germany","","",""
"1757697841-963","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","animonda GranCarno Adult Single Protein Saver Pack 24 x 400g Pure Beef","https://www.zooplus.com/shop/dogs/canned_dog_food/animonda/single_protein/991743?activeVariant=991743.0","animonda GranCarno Adult Single Protein Saver Pack 24 x 400g","Grain- and gluten-free wet food for dogs (1-6 years), prepared with lots of fresh meat, single animal protein, no sugar or soya, made in Germany. Buy now and save!","","",""
"1757697844-964","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","animonda GranCarno Adult Single Protein Saver Pack 24 x 800g Pure Chicken","https://www.zooplus.com/shop/dogs/canned_dog_food/animonda/single_protein/991745?activeVariant=991745.0","animonda GranCarno Adult Single Protein Saver Pack 24 x 800g","Premium wet food for adult dogs (1-6 years), with fresh meat, only one animal protein source, free from cereals and gluten, no sugar, from Germany.","","",""
"1757697846-965","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","animonda GranCarno Adult Single Protein Supreme 6 x 400g Pure Lamb","https://www.zooplus.com/shop/dogs/canned_dog_food/animonda/single_protein/991853?activeVariant=991853.0","animonda GranCarno Adult Single Protein Supreme 6 x 400g","High quality food for adult dogs (1-6 years), with high quality meat from single protein source, cereal and gluten free with no sugar. Made in Germany","","",""
"1757697849-966","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","animonda GranCarno Adult Single Protein Supreme 6 x 800g Pure Lamb","https://www.zooplus.com/shop/dogs/canned_dog_food/animonda/single_protein/991790?activeVariant=991790.0","animonda GranCarno Adult Single Protein Supreme 6 x 800g","Grain-free premium food for dogs (1-6 years), with fresh meat of the best quality, only one source of animal protein, without sugar & soya, balanced and complete, made in Germany","","",""
"1757697851-967","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","animonda GranCarno Adult Single Protein Supreme Saver Pack 24 x 400g Pure Lamb","https://www.zooplus.com/shop/dogs/canned_dog_food/animonda/single_protein/991796?activeVariant=991796.0","animonda GranCarno Adult Single Protein Supreme Saver Pack 24 x 400g","Premium wet food with high-quality meat for adult dogs (1-6 years), fresh meat, single animal protein, grain- and gluten-free, sugar-free, from Germany. Grab it & save!","","",""
"1757697855-968","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","animonda GranCarno Adult Single Protein Supreme Saver Pack 24 x 800g Pure Lamb","https://www.zooplus.com/shop/dogs/canned_dog_food/animonda/single_protein/991868?activeVariant=991868.0","animonda GranCarno Adult Single Protein Supreme Saver Pack 24 x 800g","Stock up now! High quality complete food for dogs (1-6 years). Made with 100% fresh meat from a single protein source. Grain and gluten-free with no sugar or soya.","","",""
"1757697857-969","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Terra Canis 6 x 800g Veal with Millet, Cucumber, Yellow Melon & Wild Garlic","https://www.zooplus.com/shop/dogs/canned_dog_food/terra_canis/terracanis_menu/146651?activeVariant=146651.19","Terra Canis 6 x 800g","Premium wet dog food made with exclusively natural ingredients of food-grade quality, made in Bavaria and gently prepared for flavour and nutrition, with an optimum calcium-phosphorus ratio.","https://media.zooplus.com/bilder/8/400/144099_pla_terracanis_kalb_hs_01_8.jpg","",""
"1757697860-970","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Terra Canis Puppy Menu 6 x 800g Beef with Apple, Carrot & Rose Hip","https://www.zooplus.com/shop/dogs/canned_dog_food/terra_canis/terra_canis_puppy_menu/1000433?activeVariant=1000433.0","Terra Canis Puppy Menu 6 x 800g","Gluten-free puppy food from a traditional Bavarian butcher's, 100% food quality raw materials, lots of meat, with vegetables, herbs & fruit, calcium from eggshell powder and silica","https://media.zooplus.com/bilder/1/400/144096_pla_terracanis_welpenmenu_rind_800g_hs_01_1.jpg","",""
"1757697862-971","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Terra Canis Senior Grain-Free 6 x 800g Beef with Celery, Apricot & Medicinal Herbs","https://www.zooplus.com/shop/dogs/canned_dog_food/terra_canis/senior/1000439?activeVariant=1000439.0","Terra Canis Senior Grain-Free 6 x 800g","Grain-free premium wet food for senior dogs, with at least 60% meat and 100% ingredients of food-grade quality, enriched with vegetables, herbs and fruit and refined with goat’s milk.","","",""
"1757697865-972","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Terra Canis Senior Grain-Free 6 x 800g Game with Tomato, Apple & Medicinal Herbs","https://www.zooplus.com/shop/dogs/canned_dog_food/terra_canis/senior/1000439?activeVariant=1000439.2","Terra Canis Senior Grain-Free 6 x 800g","Grain-free premium wet food for senior dogs, with at least 60% meat and 100% ingredients of food-grade quality, enriched with vegetables, herbs and fruit and refined with goat’s milk.","","",""
"1757697867-973","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Rocco Classic Trio di Carne Saver Pack 24 x 800g Beef with Lamb & Poultry","https://www.zooplus.com/shop/dogs/canned_dog_food/rocco/rocco_trio_di_carne/1002255?activeVariant=1002255.0","Rocco Classic Trio di Carne Saver Pack 24 x 800g","This grain-free complete wet dog food is made with Rocco beef, tasty poultry and one other source of meat protein. Your dog will love the meaty taste. Grab a bargain with this 24 x 800g Saver Pack.","","",""
"1757697870-974","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Rocco Classic Trio di Carne Saver Pack 24 x 800g Beef with Chicken & Veal","https://www.zooplus.com/shop/dogs/canned_dog_food/rocco/rocco_trio_di_carne/1002255?activeVariant=1002255.1","Rocco Classic Trio di Carne Saver Pack 24 x 800g","This grain-free complete wet dog food is made with Rocco beef, tasty poultry and one other source of meat protein. Your dog will love the meaty taste. Grab a bargain with this 24 x 800g Saver Pack.","","",""
"1757697872-975","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Rocco Classic Trio di Carne 6 x 800g Beef with Lamb & Poultry","https://www.zooplus.com/shop/dogs/canned_dog_food/rocco/rocco_trio_di_carne/1002254?activeVariant=1002254.0","Rocco Classic Trio di Carne 6 x 800g","A delicious complete wet dog food, totally grain-free and made with classic Rocco beef combined with tasty poultry and another, top-quality meat protein source. Your dog will love the triple meaty taste.","https://media.zooplus.com/bilder/7/400/80504_pla_rocco_triodicarne_beeflambpoultryl_800g_hs_01_7.jpg","",""
"1757697874-976","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Rocco Classic Trio di Carne 6 x 800g Beef with Chicken & Veal","https://www.zooplus.com/shop/dogs/canned_dog_food/rocco/rocco_trio_di_carne/1002254?activeVariant=1002254.2","Rocco Classic Trio di Carne 6 x 800g","A delicious complete wet dog food, totally grain-free and made with classic Rocco beef combined with tasty poultry and another, top-quality meat protein source. Your dog will love the triple meaty taste.","https://media.zooplus.com/bilder/4/400/1_122213_pla_rocco_triodicarne_beefchickenveal_800g_hs_01_4.jpg","",""
"1757697877-977","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Rosie's Farm Saver Pack 24 x 800g Adult Fish & Chicken (24 x 800g)","https://www.zooplus.com/shop/dogs/canned_dog_food/rosies_farm/rosiesfarm_saver_packs/1011048?activeVariant=1011048.2","Rosie's Farm Saver Pack 24 x 800g","Food to fall for! ❤️ Discover nourishing and gloriously grain-free complete wet dog food, which has been gently steamed to preserve nutrients, in this great-value saver pack!","","",""
"1757697879-978","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","animonda GranCarno Superfoods Adult Mixed Pack 6 x 400g","https://www.zooplus.com/shop/dogs/canned_dog_food/animonda/superfoods/1031606?activeVariant=1031606.1","animonda GranCarno Superfoods Adult Mixed Pack","Mixed package with grain-free wet food for adult dogs, single animal protein, enriched with local ‘superfoods’, grain- and gluten-free, without sugar and soya, from Germany","","",""
"1757697882-979","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Lukullus Menu Gustico Saver Pack 24 x 800g Turkey with Sweet Potato, Courgette & Carrot","https://www.zooplus.com/shop/dogs/canned_dog_food/lukullus/lukullus_menu_gustico/1043126?activeVariant=1043126.2","Lukullus Menu Gustico Saver Pack 24 x 800g","Nourishing, complete wet dog food: Grain-free, made with tasty, human-grade raw ingredients and just one source of meat protein. Choose from different varieties. Available as a handy saver pack.","https://media.zooplus.com/bilder/7/400/lukullus_menu_gustico_turkey_800g_1000x1000_7.jpg","",""
"1757697884-980","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Lukullus Menu Gustico Saver Pack 24 x 400g Duck with Carrot, Cowberries & Rosemary","https://www.zooplus.com/shop/dogs/canned_dog_food/lukullus/lukullus_menu_gustico/1043125?activeVariant=1043125.1","Lukullus Menu Gustico Saver Pack 24 x 400g","Grain-free wet dog food made with human-grade raw ingredients and just a single meat protein. This nutritious complete food is available in different varieties and as an economical saver pack.","https://media.zooplus.com/bilder/2/400/106598_pla_lukullus_menu_gustico_ente_400g_1000x1000_2.jpg","",""
"1757697887-981","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Lukullus Menu Gustico Saver Pack 24 x 800g Beef with Pumpkin, Apple & Oregano","https://www.zooplus.com/shop/dogs/canned_dog_food/lukullus/lukullus_menu_gustico/1043126?activeVariant=1043126.3","Lukullus Menu Gustico Saver Pack 24 x 800g","Nourishing, complete wet dog food: Grain-free, made with tasty, human-grade raw ingredients and just one source of meat protein. Choose from different varieties. Available as a handy saver pack.","https://media.zooplus.com/bilder/9/400/lukullus_menu_gustico_beef_800g_1000x1000_9.jpg","",""
"1757697889-982","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Lukullus Menu Gustico Saver Pack 24 x 800g Duck with Carrot, Cowberries & Rosemary","https://www.zooplus.com/shop/dogs/canned_dog_food/lukullus/lukullus_menu_gustico/1043126?activeVariant=1043126.4","Lukullus Menu Gustico Saver Pack 24 x 800g","Nourishing, complete wet dog food: Grain-free, made with tasty, human-grade raw ingredients and just one source of meat protein. Choose from different varieties. Available as a handy saver pack.","https://media.zooplus.com/bilder/3/400/106597_pla_lukullus_menu_gustico_ente_800g_1000x1000_3.jpg","",""
"1757697891-983","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","animonda vom Feinsten Adult Mixed Pack 6 x 150g Mixed Pack","https://www.zooplus.com/shop/dogs/canned_dog_food/animonda/vomfeinsten/1092329?activeVariant=1092329.0","animonda vom Feinsten Adult Mixed Pack 6 x 150g","Complete food for adult dogs aged 1-6 years, a delicious pate with a gourmet centre, in a mixed pack with 6 different grain-free varieties in practical portioned trays.","","",""
"1757697893-984","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Bozita Chunks in Jelly Saver Pack 12 x 370g Chicken & Rice","https://www.zooplus.com/shop/dogs/canned_dog_food/bozita/saver_pack/495721?activeVariant=495721.15","Bozita Chunks in Jelly Saver Pack 12 x 370g","Complete wet food from Sweden, formulated to contain only the finest natural ingredients. Now in a great value saver pack!","https://media.zooplus.com/bilder/9/400/67794_pla_bozita_tetra_huhn_370g_9.jpg","",""
"1757697896-985","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Bozita Chunks in Jelly Saver Pack 12 x 370g Reindeer","https://www.zooplus.com/shop/dogs/canned_dog_food/bozita/saver_pack/495721?activeVariant=495721.16","Bozita Chunks in Jelly Saver Pack 12 x 370g","Complete wet food from Sweden, formulated to contain only the finest natural ingredients. Now in a great value saver pack!","https://media.zooplus.com/bilder/5/400/67896_pla_bozita_tetra_rentier_370g_5.jpg","",""
"1757697898-986","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Purizon Adult 6 x 800g Salmon with Spinach & Coconut","https://www.zooplus.com/shop/dogs/canned_dog_food/purizon_wet_dog_food/adult/1217467?activeVariant=1217467.1","Purizon Adult 6 x 800g","A complete wet dog food made with natural ingredients for a unique taste, in protein-rich, grain-free meals made with tasty chicken fillet and nutrient-rich offal, combined with fruit and vegetables.","","",""
"1757697901-987","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Purizon Adult Saver Pack 24 x 400g Black Angus & Turkey with Sweet Potato & Cranberry","https://www.zooplus.com/shop/dogs/canned_dog_food/purizon_wet_dog_food/saver_packs/1217192?activeVariant=1217192.4","Purizon Adult Saver Pack 24 x 400g","Grain and gluten-free complete wet dog food made with carefully selected chicken fillet, nutrient-rich offal and tasty fruit and vegetables. Stock up now and save with these economical saver packs!","","",""
"1757697903-988","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Purizon Adult Saver Pack 24 x 800g Mixed Pack: 4 Varieties","https://www.zooplus.com/shop/dogs/canned_dog_food/purizon_wet_dog_food/saver_packs/1217195?activeVariant=1217195.0","Purizon Adult Saver Pack 24 x 800g","Stock up and save! This high-protein, grain-free complete wet dog food contains choice chicken fillet, wholesome offal and selected fruit and vegetables. Save now with the economical saver packs.","","",""
"1757697905-989","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Purizon Adult Saver Pack 24 x 800g Black Angus & Turkey with Sweet Potato & Cranberry","https://www.zooplus.com/shop/dogs/canned_dog_food/purizon_wet_dog_food/saver_packs/1217195?activeVariant=1217195.1","Purizon Adult Saver Pack 24 x 800g","Stock up and save! This high-protein, grain-free complete wet dog food contains choice chicken fillet, wholesome offal and selected fruit and vegetables. Save now with the economical saver packs.","","",""
"1757697908-990","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Schesir 6 x 285g Chicken with Carrots","https://www.zooplus.com/shop/dogs/canned_dog_food/schesir/cans/1243237?activeVariant=1243237.0","Schesir 6 x 285g","Delicious supplementary wet food for dogs. With tender pieces of chicken fillet in delicious jelly with selected vegetables. 100% natural and gently steam-cooked.","","",""
"1757697910-991","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Schesir 6 x 285g Chicken with Peas","https://www.zooplus.com/shop/dogs/canned_dog_food/schesir/cans/1243237?activeVariant=1243237.1","Schesir 6 x 285g","Delicious supplementary wet food for dogs. With tender pieces of chicken fillet in delicious jelly with selected vegetables. 100% natural and gently steam-cooked.","","",""
"1757697913-992","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Schesir 6 x 285g Chicken with Potatoes","https://www.zooplus.com/shop/dogs/canned_dog_food/schesir/cans/1243237?activeVariant=1243237.2","Schesir 6 x 285g","Delicious supplementary wet food for dogs. With tender pieces of chicken fillet in delicious jelly with selected vegetables. 100% natural and gently steam-cooked.","","",""
"1757697915-993","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Schesir Saver Pack 12 x 285g Chicken with Potatoes","https://www.zooplus.com/shop/dogs/canned_dog_food/schesir/value_packs/1243336?activeVariant=1243336.0","Schesir Saver Pack 12 x 285g","Stock up and save! Natural wet food for dogs made with high-quality chicken fillet in jelly refined with vegetables. Gently steam-cooked with recyclable packaging.","","",""
"1757697918-994","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Schesir Saver Pack 12 x 285g Chicken with Carrots","https://www.zooplus.com/shop/dogs/canned_dog_food/schesir/value_packs/1243336?activeVariant=1243336.2","Schesir Saver Pack 12 x 285g","Stock up and save! Natural wet food for dogs made with high-quality chicken fillet in jelly refined with vegetables. Gently steam-cooked with recyclable packaging.","","",""
"1757697920-995","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Rocco World Trip: Jamaica - Chicken with Coconut & Papaya Saver Pack: 24 x 800g","https://www.zooplus.com/shop/dogs/canned_dog_food/rocco/rocco_world_tour/314470?activeVariant=314470.1","Rocco World Trip: Jamaica - Chicken with Coconut & Papaya","Only available while stocks last: Treat your dog to a Jamaican meal. This limited edition Rocco World Tour wet dog food is made with tasty chicken, delicious coconut and exotic papaya.","https://media.zooplus.com/bilder/9/400/52920_pla_rocco_worldtrip_jamaika_beefchickenpapayacoconut_800g_hs_01_9.jpg","",""
"1757697922-996","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Rocco World Trip: Austria - Wild Boar with Spaetzle Noodles & Lingonberries Saver Pack: 24 x 800g","https://www.zooplus.com/shop/dogs/canned_dog_food/rocco/rocco_world_tour/395216?activeVariant=395216.2","Rocco World Trip: Austria - Wild Boar with Spaetzle Noodles & Lingonberries","Only while stocks last: Spoil your dog with a typical Austrian winter meal this winter. This wet dog food is made with tasty wild boar, delicious spaetzle noodles and juicy lingonberries.","https://media.zooplus.com/bilder/3/400/78032_pla_rocco_worldtrip_austria_beefboarnoodles_800g_hs_01_3.jpg","",""
"1757697925-997","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Josera Meatlovers Menu 6 x 400g Duck & Pumpkin","https://www.zooplus.com/shop/dogs/canned_dog_food/josera_wet/1309052?activeVariant=1309052.1","Josera Meatlovers Menu 6 x 400g","High-quality dog food made in Germany, tasty recipe, plenty of meat, gluten-free, no added sugar, balanced and complete, for day-to-day feeding, climate neutral production","","",""
"1757697927-998","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Josera Meatlovers Menu 6 x 400g Chicken & Carrot","https://www.zooplus.com/shop/dogs/canned_dog_food/josera_wet/1309052?activeVariant=1309052.2","Josera Meatlovers Menu 6 x 400g","High-quality dog food made in Germany, tasty recipe, plenty of meat, gluten-free, no added sugar, balanced and complete, for day-to-day feeding, climate neutral production","","",""
"1757697930-999","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Josera Meatlovers Menu 6 x 400g Beef & Potato","https://www.zooplus.com/shop/dogs/canned_dog_food/josera_wet/1309052?activeVariant=1309052.0","Josera Meatlovers Menu 6 x 400g","High-quality dog food made in Germany, tasty recipe, plenty of meat, gluten-free, no added sugar, balanced and complete, for day-to-day feeding, climate neutral production","","",""
