web-scraper-order,web-scraper-start-url,category-link-0,category-link-0-href,pagination-selector,data-page-selector,data-page-selector-href,product_name-0,product_description-0,image-0-src,text-3,text-4
"1757697932-1000","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Josera Meatlovers Menu Saver Pack 12 x 400g Chicken & Carrot","https://www.zooplus.com/shop/dogs/canned_dog_food/josera_wet/1310541?activeVariant=1310541.2","Josera Meatlovers Menu Saver Pack 12 x 400g","Tasty dog food without gluten or added sugar, tasty recipe, high-quality ingredients, lots of meat, climate neutral production, made in Germany. Stock up and save!","","",""
"1757697935-1001","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Josera Meatlovers Menu Saver Pack 12 x 400g Duck & Pumpkin","https://www.zooplus.com/shop/dogs/canned_dog_food/josera_wet/1310541?activeVariant=1310541.0","Josera Meatlovers Menu Saver Pack 12 x 400g","Tasty dog food without gluten or added sugar, tasty recipe, high-quality ingredients, lots of meat, climate neutral production, made in Germany. Stock up and save!","","",""
"1757697937-1002","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Josera Meatlovers Menu Saver Pack 12 x 400g Beef & Potato","https://www.zooplus.com/shop/dogs/canned_dog_food/josera_wet/1310541?activeVariant=1310541.1","Josera Meatlovers Menu Saver Pack 12 x 400g","Tasty dog food without gluten or added sugar, tasty recipe, high-quality ingredients, lots of meat, climate neutral production, made in Germany. Stock up and save!","","",""
"1757697940-1003","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Josera Meatlovers Menu 6 x 800g Chicken & Carrot","https://www.zooplus.com/shop/dogs/canned_dog_food/josera_wet/1310758?activeVariant=1310758.1","Josera Meatlovers Menu 6 x 800g","High-quality wet food for adult dogs, delicious recipes, plenty of meat, balanced and complete, free from gluten and added sugar, climate neutral production, made in Germany","","",""
"1757697942-1004","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Josera Meatlovers Menu 6 x 800g Duck & Pumpkin","https://www.zooplus.com/shop/dogs/canned_dog_food/josera_wet/1310758?activeVariant=1310758.2","Josera Meatlovers Menu 6 x 800g","High-quality wet food for adult dogs, delicious recipes, plenty of meat, balanced and complete, free from gluten and added sugar, climate neutral production, made in Germany","","",""
"1757697944-1005","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Josera Meatlovers Pure 6 x 400g Chicken","https://www.zooplus.com/shop/dogs/canned_dog_food/josera_wet/1312211?activeVariant=1312211.1","Josera Meatlovers Pure 6 x 400g","High-quality wet food for adult dogs, with a single source of protein, extra meat, grain-free, no added sugar, balanced and complete, climate neutral production, made in Germany","","",""
"1757697947-1006","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Josera Meatlovers Pure 6 x 400g Beef","https://www.zooplus.com/shop/dogs/canned_dog_food/josera_wet/1312211?activeVariant=1312211.0","Josera Meatlovers Pure 6 x 400g","High-quality wet food for adult dogs, with a single source of protein, extra meat, grain-free, no added sugar, balanced and complete, climate neutral production, made in Germany","","",""
"1757697949-1007","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Josera Meatlovers Pure 6 x 400g Turkey","https://www.zooplus.com/shop/dogs/canned_dog_food/josera_wet/1312211?activeVariant=1312211.2","Josera Meatlovers Pure 6 x 400g","High-quality wet food for adult dogs, with a single source of protein, extra meat, grain-free, no added sugar, balanced and complete, climate neutral production, made in Germany","","",""
"1757697952-1008","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Josera Meatlovers Pure 6 x 400g Lamb","https://www.zooplus.com/shop/dogs/canned_dog_food/josera_wet/1312211?activeVariant=1312211.3","Josera Meatlovers Pure 6 x 400g","High-quality wet food for adult dogs, with a single source of protein, extra meat, grain-free, no added sugar, balanced and complete, climate neutral production, made in Germany","","",""
"1757697954-1009","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Josera Meatlovers Pure Saver Pack 12 x 400g Lamb","https://www.zooplus.com/shop/dogs/canned_dog_food/josera_wet/1315909?activeVariant=1315909.3","Josera Meatlovers Pure Saver Pack 12 x 400g","Now available in a saver pack! Grain-free wet food for adult dogs in a saver pack, single source of protein, no added sugar, plenty of meat and offal, climate neutral production, made in Germany","","",""
"1757697957-1010","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Josera Meatlovers Pure Saver Pack 12 x 400g Beef","https://www.zooplus.com/shop/dogs/canned_dog_food/josera_wet/1315909?activeVariant=1315909.0","Josera Meatlovers Pure Saver Pack 12 x 400g","Now available in a saver pack! Grain-free wet food for adult dogs in a saver pack, single source of protein, no added sugar, plenty of meat and offal, climate neutral production, made in Germany","","",""
"1757697959-1011","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Josera Meatlovers Pure Saver Pack 12 x 400g Chicken","https://www.zooplus.com/shop/dogs/canned_dog_food/josera_wet/1315909?activeVariant=1315909.1","Josera Meatlovers Pure Saver Pack 12 x 400g","Now available in a saver pack! Grain-free wet food for adult dogs in a saver pack, single source of protein, no added sugar, plenty of meat and offal, climate neutral production, made in Germany","","",""
"1757697961-1012","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Josera Meatlovers Pure Saver Pack 12 x 400g Turkey","https://www.zooplus.com/shop/dogs/canned_dog_food/josera_wet/1315909?activeVariant=1315909.2","Josera Meatlovers Pure Saver Pack 12 x 400g","Now available in a saver pack! Grain-free wet food for adult dogs in a saver pack, single source of protein, no added sugar, plenty of meat and offal, climate neutral production, made in Germany","","",""
"1757697964-1013","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Josera Meatlovers Pure 6 x 800g Turkey","https://www.zooplus.com/shop/dogs/canned_dog_food/josera_wet/1319726?activeVariant=1319726.3","Josera Meatlovers Pure 6 x 800g","Tasty dog food with a single protein source, lots of meat and offal, free from grain and gluten, no added sugar, wholesome and nutritious, climate neutral production process in Germany.","","",""
"1757697966-1014","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Josera Meatlovers Pure 6 x 800g Beef","https://www.zooplus.com/shop/dogs/canned_dog_food/josera_wet/1319726?activeVariant=1319726.0","Josera Meatlovers Pure 6 x 800g","Tasty dog food with a single protein source, lots of meat and offal, free from grain and gluten, no added sugar, wholesome and nutritious, climate neutral production process in Germany.","","",""
"1757697969-1015","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Josera Meatlovers Pure 6 x 800g Chicken","https://www.zooplus.com/shop/dogs/canned_dog_food/josera_wet/1319726?activeVariant=1319726.1","Josera Meatlovers Pure 6 x 800g","Tasty dog food with a single protein source, lots of meat and offal, free from grain and gluten, no added sugar, wholesome and nutritious, climate neutral production process in Germany.","","",""
"1757697971-1016","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Josera Meatlovers Pure 6 x 800g Lamb","https://www.zooplus.com/shop/dogs/canned_dog_food/josera_wet/1319726?activeVariant=1319726.2","Josera Meatlovers Pure 6 x 800g","Tasty dog food with a single protein source, lots of meat and offal, free from grain and gluten, no added sugar, wholesome and nutritious, climate neutral production process in Germany.","","",""
"1757697974-1017","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Terra Canis 6 x 200g Turkey with Broccoli, Pear & Potato","https://www.zooplus.com/shop/dogs/canned_dog_food/terra_canis/terracanis_menu/128662?activeVariant=128662.0","Terra Canis 6 x 200g","Terra Canis dog food in premium quality, exclusively natural ingredients in human consumption quality, made in a Bavarian butcher's shop. Now also for small breeds.","https://media.zooplus.com/bilder/2/400/1_18536_pla_terra_canis_pute_mit_brokkoli_birne_und_kartoffeln_200g_2.jpg","",""
"1757697976-1018","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Hill's Prescription Diet Canine j/d Mobility - Chicken 12 x 370g","https://www.zooplus.com/shop/dogs/canned_dog_food/hills_prescription_diet/joint_bones/599490?activeVariant=599490.3","Hill's Prescription Diet Canine j/d Mobility - Chicken","A dietetic wet food for dogs with joint issues, this tasty food can improve your dog's mobility in 21 days. It is rich in EPA & omega-3 fatty acids & has a balance of nutrients.","https://media.zooplus.com/bilder/3/400/bk33616m_pd_ca_jd_mobility_chicken_can_eu_3d_front_3.jpg","",""
"1757697978-1019","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","animonda vom Feinsten Senior 6 x 150g Beef & Chicken","https://www.zooplus.com/shop/dogs/canned_dog_food/animonda/vomfeinsten/184016?activeVariant=184016.6","animonda vom Feinsten Senior 6 x 150g","Complete food for senior dogs over 7 years old. Plenty of meat. No added grain or soya, very tasty. Even for food-sensitive dogs. Free from artificial additives.","","",""
"1757697981-1020","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","RINTI Single Meat 6 x 800g Pure Poultry","https://www.zooplus.com/shop/dogs/canned_dog_food/rinti/rinti_cans/1379683?activeVariant=1379683.0","RINTI Single Meat 6 x 800g","Wholesome wet food for dogs with allergies or intolerances, free from grain and with whole meat chunks and offal, providing essential vitamins and minerals, suitable as an exclusion diet.","","",""
"1757697983-1021","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Terra Canis Classic 12 x 200g Mixed Pack (5 Varieties)","https://www.zooplus.com/shop/dogs/canned_dog_food/terra_canis/terracanis_menu/963023?activeVariant=963023.1","Terra Canis Classic 12 x 200g","Gluten-free premium wet food for adult dogs, made in Germany with natural ingredients of food-grade quality, low in grains and gently steam-cooked, in a variety of tasty flavours.","","",""
"1757697986-1022","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","RINTI Sensible 6 x 400g Beef & Rice","https://www.zooplus.com/shop/dogs/canned_dog_food/rinti/rinti_sensible/136225?activeVariant=136225.1","RINTI Sensible 6 x 400g","Rinti Sensible is a complete diet made from carefully selected meats. Great for dogs with allergies, rich in flavour in 390 g ring-pull cans.","https://media.zooplus.com/bilder/3/400/13303_pla_rinti_sensible_400g_rind_reis_1000x1000_hs_01_3.jpg","",""
"1757697988-1023","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Terra Canis Grain-Free 6 x 800g Chicken with Parsnip, Dandelion & Chamomile","https://www.zooplus.com/shop/dogs/canned_dog_food/terra_canis/terra_canis_grainfree/139392?activeVariant=139392.7","Terra Canis Grain-Free 6 x 800g","Terra Canis Grain-Free dog food is a light, wheat-free and easily digestible complete meal. It is suitable for all dogs including those which are overweight or with a sensitive digestion.","https://media.zooplus.com/bilder/9/400/26599_pla_megapack_terra_canis_getreidefrei___huhn_mit_pastinaken_l_wenzahn_und_brombeeren_6x800g_9.jpg","",""
"1757697991-1024","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Terra Canis Grain-Free 6 x 800g Beef with Courgette, Squash & Oregano","https://www.zooplus.com/shop/dogs/canned_dog_food/terra_canis/terra_canis_grainfree/139392?activeVariant=139392.5","Terra Canis Grain-Free 6 x 800g","Terra Canis Grain-Free dog food is a light, wheat-free and easily digestible complete meal. It is suitable for all dogs including those which are overweight or with a sensitive digestion.","https://media.zooplus.com/bilder/8/400/26597_pla__megapack_terra_canis_getreidefrei_rind_mit_zucchini_k_rbis_und_oregano_6x800g_8.jpg","",""
"1757697993-1025","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","RINTI Single Meat 10 x 150g Pure Lamb","https://www.zooplus.com/shop/dogs/canned_dog_food/rinti/rinti_cans/1428080?activeVariant=1428080.2","RINTI Single Meat 10 x 150g","Grain-free wet food for dogs, made with just a single source of meat in a recipe with balanced, complete nutrition, ideal for dogs with allergies or intolerances, in a range of irresistible flavours.","","",""
"1757697995-1026","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Advance Veterinary Diets Dog Atopic Mini 8 x 150g","https://www.zooplus.com/shop/dogs/canned_dog_food/advance_veterinary_diets/atopic/1471245?activeVariant=1471245.0","Advance Veterinary Diets Dog Atopic Mini","Dietetic wet food for dogs, designed to support skin function in dogs with dermatosis, with a special recipe including turkey and rice, as well as a high content of essential fatty acids.","","",""
"1757697998-1027","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Advance Veterinary Diets Dog Atopic Mini Saver Pack: 16 x 150g","https://www.zooplus.com/shop/dogs/canned_dog_food/advance_veterinary_diets/atopic/1471245?activeVariant=1471245.1","Advance Veterinary Diets Dog Atopic Mini","Dietetic wet food for dogs, designed to support skin function in dogs with dermatosis, with a special recipe including turkey and rice, as well as a high content of essential fatty acids.","","",""
"1757698000-1028","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Josera Meatlovers Pure 6 x 400g Mixed Pack (4 Varieties)","https://www.zooplus.com/shop/dogs/canned_dog_food/josera_wet/1312211?activeVariant=1312211.4","Josera Meatlovers Pure 6 x 400g","High-quality wet food for adult dogs, with a single source of protein, extra meat, grain-free, no added sugar, balanced and complete, climate neutral production, made in Germany","","",""
"1757698003-1029","https://www.zooplus.com/shop/dogs/dry_dog_food","Wet Dog Food","https://www.zooplus.com/shop/dogs/canned_dog_food","","Josera Meatlovers Pure 6 x 800g Mixed Pack (4 Varieties)","https://www.zooplus.com/shop/dogs/canned_dog_food/josera_wet/1319726?activeVariant=1319726.4","Josera Meatlovers Pure 6 x 800g","Tasty dog food with a single protein source, lots of meat and offal, free from grain and gluten, no added sugar, wholesome and nutritious, climate neutral production process in Germany.","","",""
